areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,coolElectricEquivalentEfficiency,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,lpd,opaqueConduction,q50,roofWallRatio,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio,irr_north,irr_north_east,irr_east,irr_south_east,irr_south,irr_south_west,irr_west,irr_north_west,irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_east,cool_irr_south_east,cool_irr_south,cool_irr_south_west,cool_irr_west,cool_irr_north_west,cool_irr_horizontal,BER,SER
14.5,0.822738386,0.00E+00,0.177261614,0,0.00E+00,5.0328,0.8,1,0.04,0.00E+00,0,63.4375,0,583.9793103,3.758225214,0.802057143,31.25,0.00E+00,0.68,0.00E+00,0.00E+00,0,0.706283488,0.731034483,45.4,125.7586207,412.8206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.154,88.9859
651.4,0.338276803,0.51101291,0.150710286,0,0.00E+00,2.2536,0.8,0.68244708,0.05983664,0.450277279,0,63.54046615,0,702.9618713,0.687748136,1.355677193,31.25,0.506141016,0.576,0.31755292,0.00E+00,0.418908057,0.296662659,0.165489714,30.79766082,0,232.8498246,0,93.57988304,0,272.5010526,0,73.23345029,0,0,0,0,0,0,0,0,0,60.5485,35.3308
556,0.29869186,0.19622093,0.505087209,0,0.00E+00,0.456,0.8,0.770342274,0.231102682,0.409622509,0,75.625,0,779.0105881,3.249835116,1.704045505,31.25,0.384410983,0.142105263,0.229657726,0.00E+00,0,1.255305699,0.005035971,20.94934898,0,99.39333238,0,105.6331378,0,99.50093003,0,453.5338389,0,0,0,0,0,0,0,0,0,212.49,47.7314
464.21,0.775846151,0.010080859,0.21407299,2.403,0.788165426,11.31064226,3.791064167,0.990855753,0.156854608,0.113741235,6.805891304,6.117356074,527.5116568,528.0038171,0.315880615,6.191532878,7.124328902,0.00E+00,2.997626707,0.009144247,0.788165426,340.3642083,0.664295936,0.212059197,55.37890488,42.18708319,0,178.4217269,89.74813531,0,48.33998771,113.9279791,0,52.42969602,58.22502119,0.00E+00,246.2509386,43.50581325,0.00E+00,0.00E+00,127.1001877,0.00E+00,66.5819,32.8208
371,0.196480201,0.337146449,0.46637335,0,0.00E+00,0,0.8,0.334893254,0.045463706,0.525238678,0,46.68846899,0,631,1.536884772,2.195562087,20.70264688,0.518104697,0,0.665106746,0.00E+00,2.670962972,0.633646456,0.010781671,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,105.931,22.489
70.1,0.775305547,0.114854278,0.109840175,0,0.00E+00,7.763941874,1.737981703,0.903791992,3.029869791,0.347383273,0,35.4926017,0,891.4685841,2.112696493,2.689546089,16.20784957,0.733864844,1.113067101,0.096208008,0.00E+00,0,0.286134128,0.308131241,0,0,116.4088496,0,0,0,77.48761062,0,697.5721239,0,0,0,0,0,0,0,0,0,166.74,103.98
101.2,0.812101129,0.063696613,0.124202258,2.4,0.327877025,9.472040687,1.558077486,0.959742418,0.129646863,0.182510956,6.822916667,42.39014757,872.9925373,815.5474274,2.76852922,2.113902102,23.40305683,0.653898769,1.529112715,0.040257582,0.00E+00,10.92642394,0.420440382,0.279644269,26.14035702,0,88.2040602,0,0,0,101.2712636,0,599.9317466,0.00E+00,0.00E+00,217.8395522,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,655.1529851,124.553,32.4942
30.5,0.567493113,0.222451791,0.210055096,2.996,0.665608466,5.0328,3.660444075,0.817687075,0.061581255,0.980831059,4.523164843,13.33623405,866,818.7718676,2.991964864,1.373831291,10.52935157,0.68459152,0.68,0.182312925,0.00E+00,0.273439456,0.461073318,0.731147541,0,0,0,0,0,0,264.9822695,0,553.7895981,0,0,0,0,0,0,0,0,866,133.248,68.8369
88,0.376768868,0.36379717,0.259433962,1.569,0.495514324,7.048412832,2.166089301,0.585074931,2.008723137,3.289014465,19.77132488,16.10886542,728.4248366,772.1629761,1.305677755,3.176257971,13.55820942,0.614373357,0.999341136,0.414925069,0.00E+00,7.86470002,0.448567642,0.25,35.18600531,0,154.4765279,0,0,0,84.67493357,0,497.8255093,51.92810458,0.00E+00,155.5281046,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,520.9686275,150.893,81.2743
26.2,0.856857257,0.038384646,0.104758097,3.692,0.821919475,17.98828,3.230308165,0.960953655,2.315036553,0.206543392,3.518189073,10.15567611,559.8553459,485.1658537,1.483664315,2.496382939,8.634143781,0.00E+00,3.00985,0.039046345,0.00E+00,3.274260212,0.318696022,0.396946565,81.94146341,0,0,0,403.2243902,0,0,0,0,39.97484277,0.00E+00,0.00E+00,0.00E+00,519.8805031,0.00E+00,0.00E+00,0.00E+00,0.00E+00,126.94,120.035
96.8,0.740552131,0.00E+00,0.259447869,1.822,0.911510583,7.118704966,2.841783705,1,0.05847492,0,12.01697606,9.462686955,793.4997453,761.1864785,4.083704624,1.189323913,10.26126948,0.640416048,1.203919463,0.00E+00,0.911510583,0.137537953,0.561322122,0.46177686,25.6820208,0,85.69093611,0,8.935364042,0,86.27786033,0,554.6002972,21.15537443,0.00E+00,78.83851248,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,693.5058584,132.747,76.9081
57,0.730434783,0.15429727,0.115267947,2.279,0.10975816,0,1.129971743,0.855854332,0.069051987,1.250624365,7.316357971,55.07303569,0,651.2637795,1.97667439,0.879793932,28.19289447,0.356659142,0,0.144145668,0.00E+00,10.11714523,0.321325892,0.00E+00,35.7480315,0,0,0,354.0059055,0,0,0,261.5098425,0,0,0,0,0,0,0,0,0,84.6372,68.518
41.4,0.649031297,0.04247392,0.308494784,2.35,0.664112012,4.0208,3.110769231,0.793220339,0.063457627,0.180976589,7.35174287,13.00748133,866,794.2232143,5.090143567,1.152627178,10.96585998,0.621572212,0.68,0.206779661,0.00E+00,0,0.610169492,0.859903382,7.508928571,0,0,0,20.48772321,0,245.2734375,0,520.953125,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,866,112.224,69.5708
749.06,0.799607175,0.006296609,0.194096216,2.403,0.644349933,11.94155596,3.481299918,0.994282554,0.122736663,0.068585701,6.782140134,8.695410063,766.6199471,742.3303654,0.48714267,8.157638588,7.990041541,0.532293514,2.980015003,0.005717446,0.644349933,187.1628084,0.583475491,0.235188102,22.06883505,12.60420476,63.5254947,29.56527223,51.13671791,0,101.8966528,0,461.5331879,12.8214844,18.59971711,93.74302092,27.28370431,38.42860865,0.00E+00,83.08624283,0.00E+00,492.6571689,69.4307,32.7678
49.6,0.537985002,0.300293446,0.161721552,2.364,0.414019951,5.025868421,2.427807618,0.554974387,0.048842276,0.766970229,7.26492423,19.00979817,0,426,3.091244066,1.426514839,14.19131856,0.377666248,0.677631579,0.445025613,0.00E+00,0.192205446,0.267457536,0.300403226,152.4923414,0,0,0,60.75273523,0,27.76805252,0,184.9868709,0,0,0,0,0,0,0,0,0,81.9315,40.7988
68.3,0.808522568,0.00E+00,0.191477432,1.803,0.881913652,4.0208,2.577937923,1,0.061050175,0,12.29949569,11.82531515,842.6544923,808.4184865,4.182251348,1.076415115,11.51968747,0.653123413,0.68,0.00E+00,0.881913652,0.177459977,0.531310774,0.393850659,4.359573388,0,112.7069578,0,11.89487049,0,113.8522092,0,565.6048756,0.00E+00,0.00E+00,125.3104456,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,717.3440467,135.68,78.2629
67.2,0.779020059,0.00E+00,0.220979941,1.803,0.883086516,4.0208,2.580302416,1,0.061911146,0,12.30827301,11.76548318,844.9052946,809.0629156,3.095808425,1.070879704,11.49344797,0.656265985,0.68,0.00E+00,0.883086516,0.160279969,0.523772408,0.400297619,4.272122762,0,112.0204604,0,11.65626598,0,112.7877238,0,568.3263427,0.00E+00,0.00E+00,113.2289336,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,731.6763609,135.27,79.032
83.8,0.804525309,0.00E+00,0.195474691,1.813586967,0.861972314,4.0208,2.676080826,1,0.102082142,0,12.30265518,12.40624437,857.22036,814.5996132,2.776714511,1.078133102,11.6015724,0.67582205,0.68,0.00E+00,0.79224345,0.724149823,0.479350189,0.428400955,0,0,88.67311412,0,51.66847195,0,88.99613153,0,585.2618956,0.00E+00,0.00E+00,47.12600869,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,810.0943513,116.451,81.9763
117,0.533678756,0.00E+00,0.466321244,1.822,0.911278374,4.0208,2.841263557,1,0.057227523,0,12.00356296,9.471824751,682.9901751,684.0045486,1.032379079,1.2561978,10.26661639,0.590622813,0.68,0.00E+00,0.911278374,0.13520109,0.693415516,0.223931624,58.60881735,0,53.8943317,0,5.758572428,0,54.26347096,0,511.4793562,63.52498932,0.00E+00,50.51687313,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,568.9483127,112.612,76.3237
117.7,0.755078277,0.092638116,0.152283607,2.757299968,0.587599135,15.91734544,2.359388803,0.856714606,0.14509164,0.208815839,7.372450261,22.56672303,840.9463676,818.950825,1.518157964,5.81072559,15.59878509,0.691238195,2.265579919,0.143285394,0.00E+00,1.663512556,0.446628467,0.316057774,17.47848593,0,3.347136849,0,115.9521191,0,3.831769654,0,678.3413135,8.411506582,0.00E+00,0.00E+00,0.00E+00,131.3686007,0.00E+00,0.00E+00,0.00E+00,701.1662604,85.7284,31.877
68,0.8255068,0.00E+00,0.1744932,0,0.00E+00,11.96781562,1.886180556,1,0.082732387,0.00E+00,0,23.07391616,0,821.1021466,4.396435935,4.29786693,11.89699609,0.529085873,1.603253472,0.00E+00,0.00E+00,0,0.797653959,0.202941176,16.13027387,0,0,0,81.7357513,0,197.8800888,0,525.3560326,0,0,0,0,0,0,0,0,0,113.227,45.745
58.3,0.568975553,0.261350407,0.16967404,1.825,0.458034183,11.26750383,2.060465199,0.680983544,0.077807993,2.511422653,12.1899043,23.25810001,801.4498141,857.0891089,1.583973672,2.217579076,16.51943251,0.574452555,1.539757653,0.319016456,0.00E+00,4.498829849,0.370417434,0.33619211,0,0,208.0070721,0,0,0,187.8670438,0,461.2149929,0.00E+00,0.00E+00,307.6877323,0.00E+00,0.00E+00,0.00E+00,493.7620818,0.00E+00,0.00E+00,103.987,49.7598
11.5,0.764344262,0.00E+00,0.235655738,0,0.00E+00,2.808,0.8,1,0.2,0.00E+00,0,61.40625,0,889.2003643,1.955104551,0.916357013,31.25,0.395264117,0.608,0.00E+00,0.00E+00,0,0.530442804,0.608695652,0,0,154.7996357,0,0,0,0,0,734.4007286,0,0,0,0,0,0,0,0,0,143.377,38.2772
1424.3,0.595708533,0.213757307,0.190534159,1.192194606,0.728686004,11.08866357,2.178929208,0.772067354,0.372586071,0.639260848,42.19716744,23.70861029,844.0606712,838.9984242,0.363100822,3.927714868,12.22332393,0.628650109,1.92846323,0.227932646,0.608997469,3.965501277,0.277262994,0.089447448,17.20851603,0,81.99578652,0,25.18207043,0,38.8339271,0,675.7781241,15.81809955,0.00E+00,80.86644042,0.00E+00,24.07888386,0.00E+00,39.33325792,0.00E+00,683.9639894,120.607,64.0475
2788.13,0.73759621,0.083632127,0.178771663,2.352,0.74597835,5.757598583,2.246587672,0.83614737,0.395822435,0.387154411,7.47441104,20.54974687,803.0219241,772.3617222,0.203397112,0.638001361,4.702008075,0.368557057,1.67291,0.16385263,0.74597835,492.2854512,0.352994872,0.133587745,19.33564858,0,148.6959786,0,90.25882,0,162.9418209,0,351.1294541,10.79805769,0.00E+00,152.8674601,0.00E+00,75.23564965,0.00E+00,180.9302554,0.00E+00,383.1905012,50.3821,28.3009
456.6342,0.691580387,0.040384256,0.268035356,0,0.00E+00,9.811311992,2.076828923,0.96843135,0.077204057,0.11791885,0,22.29730995,0,607.554297,1.497203467,0.825974167,12.11848328,0.498002384,1.686713283,0.03156865,0.00E+00,4.941383843,0.757107423,0.136433057,57.96577198,0,163.5954198,0,176.0460478,0,173.1164738,0,36.8305836,0,0,0,0,0,0,0,0,0,39.0836,29.136
40.8,0.862857143,0.00E+00,0.137142857,2.441767035,0.80545977,10.12360102,3.068948036,1,0.2,0.00E+00,6.593440645,10.04294682,765.097561,780.9607843,2.089864159,5.210611111,8.972793404,0.00E+00,2.327968766,0.00E+00,0.00E+00,0,0.586206897,0.62254902,0,0,449.1960784,0,0,0,331.7647059,0,0,0.00E+00,0.00E+00,558.7560976,0.00E+00,0.00E+00,0.00E+00,206.3414634,0.00E+00,0.00E+00,66.8343,32.7397
15.6,0.85199241,0.00E+00,0.14800759,2.315,1,10.718115,3.243,1,0.2,0,7.333149849,3.736789664,846,846,1.941724008,5.5131,7.708911502,0.00E+00,2.46468,0.00E+00,0.00E+00,0,0.6247497,0.621794872,0,0,0,0,0,0,846,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,846,0.00E+00,0.00E+00,73.8526,30.6962
86.7,0.854749539,0.00E+00,0.145250461,2.270954989,0.792378628,8.580144162,2.5900827,1,0.2,0.00E+00,8.088988348,12.3622974,792.8110465,781.7012687,1.556108961,4.409745425,10.61406333,0.00E+00,1.973043741,0.00E+00,0.00E+00,0,0.587876322,0.62283737,0,0,444.0818916,0,0,0,337.6193772,0,0,0.00E+00,0.00E+00,367.3517442,0.00E+00,0.00E+00,0.00E+00,425.4593023,0.00E+00,0.00E+00,64.7934,31.6811
46.3,0.799393414,0.00E+00,0.200606586,0,0.00E+00,5.241179167,1.585833333,1,0.2,0.00E+00,0,37.5483686,0,787.0259179,1.717493747,2.695916667,15.76458224,0.00E+00,1.205233333,0.00E+00,0.00E+00,0,0.820049593,0.61987041,0,0,0,0,173.0820734,0,613.9438445,0,0,0,0,0,0,0,0,0,0,0,62.8673,32.4207
17.5,0.828599412,0.00E+00,0.171400588,0,0.00E+00,2.808,0.8,1,0.2,0.00E+00,0,61.40625,0,868.6551724,2.366081871,1.389183303,31.25,0.682395644,0.608,0.00E+00,0.00E+00,0,0.465178097,0.605714286,0,0,234.7096189,0,0,0,0,0,633.9455535,0,0,0,0,0,0,0,0,0,109.985,35.5502
233.6,0.851804859,0.00E+00,0.148195141,0,0.00E+00,7.069645,1.585833333,1,0.161922047,0.00E+00,0,34.39039487,0,792.5,0.179924423,2.695916667,14.5526272,0.00E+00,1.205233333,0.00E+00,0.00E+00,1.987874017,0.41161545,0.487585616,0,0,369.5,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,45.9813,29.71
71,0.476035365,0.193578409,0.330386226,0,0.00E+00,4.133907692,0.8,0.5169527,0.081978234,1.104168421,0,61.5859375,0,595.608156,2.627098127,0.938459792,31.25,0.352189781,0.66,0.4830473,0.00E+00,35.71938303,0.742988698,0.21971831,71.64184397,0,300.0549645,0,52.58333333,0,100.5,0,70.82801418,0,0,0,0,0,0,0,0,0,161.432,75.8778
9,0.870317003,0.00E+00,0.129682997,0,0.00E+00,5.241179167,1.585833333,1,0.03076245,0.00E+00,0,5.775399138,0,846,3.473126682,2.695916667,2.424785897,0,1.205233333,0.00E+00,0.00E+00,0,0.099162627,0.622222222,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,57.7605,34.4519
180.5,0.582713968,0.278982453,0.138303578,2.897,0.864925135,5.0328,3.612711602,0.925899968,0.114109589,0.364511643,4.638669743,5.980907319,831.6444099,735.9626582,2.63716521,5.207258734,8.185912474,0.00E+00,0.68,0.074100032,0.00E+00,9.877529054,0.575023893,0.114127424,36.06139241,0,0,0,34.34556962,0,665.5556962,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,42.13198758,0.00E+00,789.5124224,0.00E+00,0.00E+00,100.315,62.6171
45.23,0.783723043,0.00E+00,0.216276957,0,0.00E+00,5.0328,0.8,1,0,0.00E+00,0,63.4375,0,408.1633871,0.202351696,0.763926584,31.25,0.00E+00,0.68,0.00E+00,0.00E+00,161.802,0.503170542,0.113199204,130.0800354,0,0,0,278.0833518,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8793,15.6487
1035.9,0.554789932,0.114747823,0.330462245,1.25307435,0.92284504,5.076,2.291849206,0.949189834,0.062390443,0.230597462,28.6226993,8.982569695,891.7573244,887.7437118,0.278515444,1.422002561,11.34378904,0.379445168,0.68,0.050810166,0.879231782,3.243005688,0.426015792,0.048749879,8.305025259,0,3.379633076,0,12.78441904,0,88.33400691,0,774.9406275,8.782320193,0.00E+00,3.573862678,0.00E+00,0.00E+00,0.00E+00,93.41061688,0.00E+00,785.9905247,103.977,63.3788
92.1,0.859391676,0.07917556,0.061432764,2.63476829,0.822522116,5.0328,3.56851723,0.879799021,0.073964829,0.17614374,5.861889126,6.157703652,0,227,0.784302214,1.484872331,8.347389651,0.44551475,0.68,0.120200979,0.00E+00,878.1642596,0.098879155,0.733984799,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0832,76.014
92.4,0.548988154,0.336994077,0.114017769,2.895507723,0.498525557,17.04979726,3.153884888,0.553828871,0.082034731,2.873050727,5.268749932,9.038969864,824.451074,819.0607639,2.454153842,1.383768387,9.712398987,0.698039216,2.284054795,0.446171129,0.00E+00,17.2916897,0.216251638,0.237012987,0,0,0,0,232.7907986,0,0,0,586.2699653,0.00E+00,0.00E+00,0.00E+00,0.00E+00,221.3770883,0.00E+00,0.00E+00,0.00E+00,603.0739857,56.657,33.5738
2758.5,0.743961305,0.121130907,0.134907787,3.196879709,0.696403672,8.512196218,2.302653872,0.890323908,0.110276037,0.383133543,5.830990687,21.55579283,892.6336694,851.4972145,0.366974314,0.978896407,11.96925237,0.735971134,1.415312125,0.109676092,0.462776528,4.665267765,0.257976124,0.202102592,13.16029304,0,44.08755408,0,44.29515958,0,46.37945882,0,703.574749,0.00E+00,0.00E+00,50.86477339,0.00E+00,39.98543779,0.00E+00,44.89927331,0.00E+00,756.8841849,91.7026,67.3534
114.4,0.828646028,0.086012682,0.085341291,1.874,0.818368916,19.288206,2.959475965,0.85873795,0.071891655,0.401599925,11.56077265,6.907153432,688.0124481,715.4863563,0.54511477,1.903732401,9.239685616,0.00E+00,2.6061,0.14126205,0.00E+00,0.73068638,0.135312555,0.27972028,17.48956661,0,514.8089888,0,24.3081862,0,158.8796148,0,0,22.60580913,0.00E+00,665.406639,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,82.0007,63.4145
401.2,0.147185703,0.440735415,0.412078882,2.094999619,0.494176686,5.213355995,2.825943748,0.562028228,0.048206587,2.259765467,9.468531325,11.14241677,772.9099329,774.6023481,0.274071052,3.865674714,10.98005048,0.602976943,1.128817822,0.437971772,0.00E+00,2.708443785,0.419445896,0.199152542,36.79045431,0,24.14293007,0,70.54058193,0,11.22817764,0,631.9002042,37.48291281,0.00E+00,30.21143405,0.00E+00,65.69977643,0.00E+00,14.05046311,0.00E+00,625.4653465,47.3859,42.7519
17.8,0.838768116,0.00E+00,0.161231884,0,0.00E+00,2.808,0.8,1,0.153440412,0.00E+00,0,61.87912081,0,916.5430017,1.050631238,0.889038786,31.25,0.424957841,0.608,0.00E+00,0.00E+00,0,0.352964505,0.606741573,0,0,0,0,0,0,126.9713322,0,789.5716695,0,0,0,0,0,0,0,0,0,126.493,38.5937
267.18,0.830833423,0.00E+00,0.169166577,2.379,0.872871004,21.008154,3.329837152,1,0.133528952,0.00E+00,7.17359988,8.961577184,881.2628278,810.8883076,3.072266903,1.468136926,5.418592712,0.731709276,3.0889,0.00E+00,0.00E+00,1004.590426,0.366688168,0.088030541,25.95822706,0,0,0,73.54464483,0,31.62751792,0,679.7579178,0.00E+00,0.00E+00,0.00E+00,0.00E+00,92.79129609,0.00E+00,39.90444698,0.00E+00,748.5670848,92.6443,78.1368
219.4,0.338957517,0.00E+00,0.661042483,2.521,0.927412534,6.21753,2.37381907,1,8.524989619,0,6.336510839,10.44739207,616.4836179,624.8561964,2.05287383,0.672345929,8.176255182,0.281833061,1.79784,0.00E+00,0.00E+00,1.356746851,1.687043445,0.020054695,76.25643024,0,67.67926734,0,91.72369447,0,77.47856586,0,311.7182385,82.65020766,0.00E+00,25.91785879,0.00E+00,87.35579142,0.00E+00,91.74434702,0.00E+00,328.815413,56.6331,92.6828
111.6,0.823759224,0.095499928,0.080740848,2.57,0.46267649,19.154086,2.833857645,0.874932979,2.164035228,1.3708923,7.721540069,16.74718157,612.832636,538.608377,1.390949349,2.065302331,10.24979343,0.007168459,3.23935,0.125067021,0.00E+00,343.2628164,0.22161765,0.369175627,78.5026178,0,8.408376963,0,442.4712042,0,9.22617801,0,0,0.00E+00,0.00E+00,11.19944212,0.00E+00,589.3444909,0.00E+00,12.28870293,0.00E+00,0.00E+00,155.375,85.7692
360.5,0.918508809,0.009890961,0.07160023,2.183528154,0.613550843,16.45251996,2.653267478,0.991373935,0.447424284,0.111379276,17.62658043,16.68751873,494.6217391,461.378086,0.515068853,3.982994747,10.5571149,0.00E+00,2.457359622,0.008626065,0.00E+00,1.424258031,0.264429954,0.39001387,157.631068,0,0,0,303.747018,0,0,0,0,121.8913043,0.00E+00,0.00E+00,0.00E+00,372.7304348,0.00E+00,0.00E+00,0.00E+00,0.00E+00,35.8899,22.1124
119,0.52366127,0.29109589,0.185242839,2.279,0.47928,9.25246247,2.492757067,0.72596,2.44643084,3.819433657,9.611201725,26.4776394,746.3437014,723.5372218,1.804937193,0.717196643,14.7485139,0.514285714,1.239494578,0.27404,0.00E+00,2.178211338,0.476,0.278991597,66.48119724,0,0,0,143.7175748,0,0,0,513.3384497,56.8273717,0.00E+00,0.00E+00,0.00E+00,136.1617418,0.00E+00,0.00E+00,0.00E+00,553.3545879,172.02,95.4248
366.6,0.785814443,0.00E+00,0.214185557,0,0.00E+00,5.028626953,1.89280655,1,0.061239698,0.00E+00,0,28.17232166,0,830.8464425,4.514136712,0.869636954,14.1356738,0.719209559,1.36838427,0.00E+00,0.925412066,1.406112167,0.372076973,0.117021277,0,0,0,84.55242354,0,0,0,68.45644015,677.8375789,0,0,0,0,0,0,0,0,0,141.804,76.0522
526.8,0.472302915,0.00E+00,0.527697085,1.933,0.969361998,7.508884694,1.615327684,1,0.06970537,0.00E+00,10.76162998,36.59457983,706.3834165,705.5545784,4.091282561,0.7848331,10.60638266,0.470126735,1.278503444,0.00E+00,0.969361998,0.15104748,1.146313865,0.059225513,0,163.3783756,0,82.87635799,0,0,0,53.13554061,406.1643042,0.00E+00,164.0743973,0.00E+00,83.22942643,0.00E+00,0.00E+00,0.00E+00,51.18495428,407.8946384,132.067,83.2172
216.8,0.728948258,0.148855822,0.122195919,1.775,0.787889804,7.868890875,1.774301958,0.860426015,0.066925078,0.434604185,12.82000787,15.68644935,423.9800948,459.3306983,0.996618614,0.86389394,14.91580677,0.658559113,1.34416875,0.139573985,0.00E+00,377.7912526,0.246293667,0.147601476,110.3201581,0,24.05533597,0,144.8036891,0,149.7826087,0,30.36890646,130.0303318,0.00E+00,34.61232227,0.00E+00,118.7260664,0.00E+00,96.91469194,0.00E+00,43.69668246,104.67,66.2954
43.6,0.833460657,0.00E+00,0.166539343,0,0.00E+00,0,0.8,0.816075238,0.029889471,0.00E+00,0,63.09481555,0,715,4.888255251,0.466600227,31.25,0.00E+00,0,0.183924762,0.00E+00,0,0.422726391,0.412844037,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,244.946,66.3548
450.8,0.395262996,0.258074439,0.346662565,0,0.00E+00,6.110709,1.067,0.805922683,0.060697559,0.272017098,0,35.21121236,0,911.5308895,2.440869345,0.393203383,23.43017807,0.706720448,0.90695,0.194077317,0.805922683,0,0.343799333,0.15771961,30.00409584,0,27.8585569,0,65.5416752,0,0,0,788.1265615,0,0,0,0,0,0,0,0,0,204.63,62.81
1062.9,0.401928703,0.393478596,0.204592701,1.877342667,0.762786571,5.140122604,2.838546213,0.792824864,0.065785515,0.809731165,11.53471335,6.551510285,645.9067383,629.3049252,0.411645209,1.815503452,9.432543316,0.580022652,0.81329739,0.207175136,0.00E+00,1168.125033,0.381818966,0.142346411,61.89753245,0,107.0077297,0,117.5300763,0,161.321871,0,181.5477158,47.75546943,0.00E+00,123.9911239,0.00E+00,142.24028,0.00E+00,158.7595949,0.00E+00,173.16027,92.5149,65.2138
3464.35,0.560093712,0.00E+00,0.439906288,2.684,0.163322711,10.023336,2.224319282,0.987319969,0.178809016,0.00E+00,5.455411657,18.06991876,769.4542423,804.1381298,0.161626707,0.907496373,7.239667964,0.719207311,2.79072,0.012680031,0.00E+00,4924.578474,0.385469148,0.052745825,24.35310162,0,10.61952144,0,39.6213613,0,68.8485936,0,660.6955519,34.12854512,0.00E+00,52.93786843,0.00E+00,31.08224737,0.00E+00,57.4053325,0.00E+00,593.9002488,43.5131,46.4157
52.9,0.378200439,0.234820775,0.386978786,0,0.00E+00,3.105821138,0.8,0.613984674,0.046532567,1.681123245,0,57.08012383,0,526.8994565,4.836009492,0.505981378,28.88553042,0.00E+00,0.519674797,0.386015326,0.00E+00,0.165586207,1.266762452,0.232514178,76.15217391,0,0,0,141.8206522,0,308.9266304,0,0,0,0,0,0,0,0,0,0,0,129.656,55.3937
63.9,0.490442778,0.35494798,0.154609243,1.775,0.514202372,3.566367347,1.708175266,0.602429227,0.051261477,2.385670106,12.82332488,18.05567622,686.9124294,548.512381,1.2342951,0.911522063,16.02442218,0.638370119,0.596734694,0.397570773,0.00E+00,0.580180662,0.305566182,0.230046948,85.33714286,0,0,0,229.6,0,0,0,233.5752381,0.00E+00,0.00E+00,0.00E+00,0.00E+00,340.5084746,0.00E+00,0.00E+00,0.00E+00,346.4039548,80.6092,46.9152
81.4,0.89843098,0.033633784,0.067935236,3.623381743,0.928897963,4.0208,3.242911888,0.970906751,0.069599663,0.263543199,4.311747793,5.722889646,247.5575221,500.2151724,0.405576559,1.823061278,8.558803685,0.019277108,0.68,0.029093249,0.00E+00,2.86723319,0.180640007,0.416461916,101.622069,0,378.2455172,0,0,0,0,0,20.34758621,219,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,28.55752212,78.6725,61.2849
347.6,0.810277259,0.062410724,0.127312017,1.306,0.220240946,10.278795,1.618425007,0.96975107,0.165630742,0.121410399,23.80343754,30.88134246,633,766.7036746,0.532824837,0.860295736,15.85634675,0.665833494,1.388805556,0.03024893,0.921460193,0.857906074,0.252267944,0.062715765,21.38101788,0,0,0,68.78541953,0,87.2352132,0,589.302024,0.00E+00,0.00E+00,0.00E+00,0.00E+00,633,0.00E+00,0.00E+00,0.00E+00,0.00E+00,101.495,53.3399
408.1,0.680095975,0.173757341,0.146146684,1.918294207,0.803137295,16.7186906,2.957915561,0.861421317,0.060314111,0.669633032,11.0461548,6.012592644,753.2311336,714.4068754,0.586751182,1.26283353,8.754004359,0.66127158,2.258923385,0.138578683,0.00E+00,584.2445033,0.259386143,0.079637344,0,93.13680245,0,154.5712267,0,32.40169531,0,71.95149517,362.3456558,0.00E+00,77.39690559,0.00E+00,126.1231449,0.00E+00,19.75055257,0.00E+00,44.04894222,485.9115883,49.599,57.698
0,0.534599729,0.465400271,0.00E+00,0,0.00E+00,0,0.8,1,0.08,0.333413174,0,63.4375,0,0,1.399531845,0,31.25,0,0,0.00E+00,0.00E+00,66.132,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5618,76.8898
