areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,coolElectricEquivalentEfficiency,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,lpd,opaqueConduction,q50,roofWallRatio,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio,irr_north,irr_north_east,irr_east,irr_south_east,irr_south,irr_south_west,irr_west,irr_north_west,irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_east,cool_irr_south_east,cool_irr_south,cool_irr_south_west,cool_irr_west,cool_irr_north_west,cool_irr_horizontal,BER,SER
0,1,0.00E+00,0.00E+00,2.279,0.886572517,0,3.073171935,1,0.077016364,0,7.816950885,9.915497905,0,0,7.567924719,0,10.13328687,0,0,0.00E+00,0.00E+00,82.51754741,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.05,69.8397
114.2,0.717885375,0.00E+00,0.282114625,1.995,0.700867516,14.409999,2.276727857,1,0.109414159,0,10.20094095,21.12821439,525.3863988,602.8014827,10.99608595,2.276503557,15.37530254,0.059308072,2.47095,0.00E+00,0.00E+00,0.039975153,1.223090929,0.19614711,82.77182867,0,281.416804,0,159.7627677,0,23.75288303,0,55.09719934,155.309119,0.00E+00,370.0772798,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,156.551,74.2947
0,0.910358729,0.089641271,0.00E+00,2.471,0.836300976,0,3.348702251,0.893164848,0.077693136,0.145650241,6.553919026,6.8007838,823,823,1.042426415,1.533061148,8.635875827,1,0,0.106835152,0.00E+00,218.0760154,0.00E+00,0,0,0,0,0,0,0,0,0,823,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,823,71.2356,59.3104
1505.86,0.00E+00,0.037709203,0.962290797,249999.75,0.878314128,5.060775296,1.889131554,0.938650934,0.054913794,0.112953704,6.43E-10,27.0500832,752.5011716,742.9970647,0.823009081,0.465170619,13.32217094,0.378990952,1.340122672,0.061349066,0.00E+00,986.6381524,1.539718408,0.014509981,27.12737191,0,87.81373337,0,92.85908077,0,153.4984059,0,381.6984728,25.88685381,0.00E+00,85.07484099,0.00E+00,88.61269188,0.00E+00,148.7108221,0.00E+00,404.2159629,82.2797,83.7025
158.01,0.698942092,0.122658658,0.17839925,0,0.00E+00,2.688660811,0.8,0.807193741,0.083746351,0.128171296,0,63.12481916,0,920.7919888,3.290821868,0.36,18.75,0.748771762,0.534166667,0.192806259,0.00E+00,515.6692615,0.307544085,0.139484843,4.614019521,0,0,0,120.3965015,0,0,0,795.7814679,0,0,0,0,0,0,0,0,0,126.345,66.5904
24.72,0.732929991,0.00E+00,0.267070009,0,0.00E+00,5.076,0.8,1,0.103496241,0.00E+00,0,62.21569549,0,566.9843478,11.4096795,0.436984542,31.25,0.462608696,0.68,0.00E+00,0.00E+00,20.49426316,1.161654135,0.388349515,111.7773913,0,0,0,0,0,0,0,455.2069565,0,0,0,0,0,0,0,0,0,201.87,91.3689
930.02,0.655879461,0.059246417,0.284874122,2.279,0.926320697,11.878284,3.308711892,0.946735365,0.078461847,0.185149756,7.766710752,4.768076327,744.3821829,748.2095439,1.53323571,1.497823155,7.945229899,0.512220451,2.42208,0.053264635,0.00E+00,784.8382178,0.548888377,0.109642803,33.10008557,13.78351836,59.25189954,0,60.80516422,0,78.02709036,0,503.2417859,34.38035756,14.31664847,61.54369262,0.00E+00,63.15703574,0.00E+00,67.81814277,0.00E+00,503.1663058,66.5675,76.2165
1173.08,0.378290101,0.11353988,0.50817002,2.279,0.828175453,11.63335034,3.255038682,0.907291308,0.067175045,0.223654575,7.816950885,5.05566254,805.4368081,804.7954997,2.562689707,1.295308407,7.814594899,0.596194227,2.369681868,0.092708692,0.00E+00,4457.39131,0.650836098,0.058555256,29.06413905,0,136.4459404,0,20.28881048,0,13.60686662,0,605.3897431,32.08357163,0.00E+00,108.8322562,0.00E+00,15.92893319,0.00E+00,15.02046487,0.00E+00,633.5715822,266.375,89.9274
32.5,0.793277421,0.18306178,0.023660799,2.279,0.625904523,0,2.649802242,0.867562575,0.063404565,0.304986459,7.816950885,19.12714347,0,557,0.615147561,1.830559972,14.06619498,0.00E+00,0,0.132437425,0.00E+00,459.4233989,0.055076344,0.00E+00,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,201.481,52.9956
0,1,0.00E+00,0.00E+00,2.471,0.561560601,0,2.328567957,1,0.058644068,0,6.64937066,27.87033276,823,823,4.21620761,1.04785558,17.68732293,1,0,0.00E+00,0.00E+00,107.8467928,0.00E+00,0,0,0,0,0,0,0,0,0,823,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,823,96.1138,53.9135
30.06,0.977486013,0.00E+00,0.022513987,2.279,0.809160891,0,2.874688525,1,0.079210762,0,7.678508203,14.18267083,664,464.6147705,1.459317687,1.830095357,11.97710571,0.00E+00,0,0.00E+00,0.00E+00,500.9069302,0.076877829,0.00E+00,93.51696607,0,371.0978044,0,0,0,0,0,0,0.00E+00,0.00E+00,664,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,108.816,59.8082
142.12,0.757772708,0.053719228,0.188508065,1.775,0.578884881,8.503724525,1.718231785,0.964564592,0.629569387,0.566381764,12.88633208,32.61734259,703.5565818,643.3674133,2.998439576,2.201582402,18.93465953,0.51131284,1.327167078,0.035435408,0.00E+00,145.987222,0.648979405,0.216929355,57.10944676,0,22.96050307,0,133.8195436,0,19.69335123,0,409.7845686,21.698163,0.00E+00,0.00E+00,0.00E+00,182.6124023,0.00E+00,0.00E+00,0.00E+00,499.2460164,147.209,70.1566
0,0.989209557,0.010790443,0.00E+00,2.286,0.565805985,0,2.260641155,0.993212153,0.089203331,0.0121569,7.555362112,27.53823998,0,0,0.640735895,1.039300494,17.68132102,0,0,0.006787847,0.00E+00,201.7186212,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3768,38.3561
0,0.862245577,0.137754423,0.00E+00,2.279,0.527057699,0,2.961926108,0.64775216,0.062436188,0.16928299,7.816950885,13.93186985,0,0,1.02957476,1.86714165,7.024193079,0,0,0.35224784,0.00E+00,252.8847686,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.332,48.0285
0,1,0.00E+00,0.00E+00,2.279,0.74021656,0,2.697915261,1,0.06792632,0,7.816950885,18.35073774,0,0,1.520225365,1.470683689,13.61924736,0,0,0.00E+00,0.00E+00,190.9560753,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0262,62.5495
0,0.828575944,0.171424056,0.00E+00,2.279,0.684065302,0,2.961031235,0.811623362,0.069965509,0.11833246,7.816950885,12.70446667,823,823,2.50007515,1.524931086,11.17502197,1,0,0.188376638,0.00E+00,148.4263965,0.00E+00,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,823,83.5819,62.0758
0,0,0,0,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.73708577,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8641,1.59608
0,1,0.00E+00,0.00E+00,2.471,0.880213661,0,3.195941584,1,0.082398,0,6.607970558,9.975324732,0,0,9.480906921,1.853646119,8.250980362,0,0,0.00E+00,0.00E+00,203.289955,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.787,69.7924
0,0.912718204,0.087281796,0.00E+00,0,0.00E+00,0,0.8,0.736058192,0.069896086,0.113449412,0,60.935,0,984,5.232085752,0.688,31.25,1,0,0.263941808,0.00E+00,31.42943609,0.00E+00,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,107.514,39.1009
14.76,0.811111111,0.144444444,0.044444444,2.279,0.417602996,4.0088,2.066383167,0.845505618,0.147593633,0.687617674,7.316357971,32.32625191,984,953.1227586,6.554206626,1.768090269,19.48588764,0.852694611,0.68,0.154494382,0.00E+00,33.00518539,0.172752809,0.058943089,0,0,0,0,0,136.0634483,0,0,817.0593103,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,984,124.027,45.5331
1109.4,0.767043379,0.00E+00,0.232956621,2.4,0.502480362,10.37317834,2.377414656,1,1.633386672,0.00E+00,7.039256918,25.77047281,730.8297025,769.1593551,0.421645434,3.426031373,13.21987953,0.497331243,1.860094513,0.00E+00,0.00E+00,2694.806633,0.504901559,0.050856319,0,47.48049406,0,85.40529764,0,132.0908284,0,62.05526003,442.1274751,0.00E+00,74.7950485,0.00E+00,92.26246856,0.00E+00,170.4817585,0.00E+00,69.33403011,323.9563968,130.064,73.0988
21.32,0.678903573,0.234132811,0.086963616,0,0.00E+00,4.0088,0.8,0.767751479,0.102514793,1.323084037,0,61.09706166,0,959.1680532,4.824318515,0.760628571,31.25,0.804761905,0.68,0.232248521,0.00E+00,34.10198077,0.24260355,0.043621013,0,0,0,0,0,109.4242928,0,0,849.7437604,0,0,0,0,0,0,0,0,0,184.044,48.9256
21.73,0.930352564,0.00E+00,0.069647436,0,0.00E+00,4.0088,0.8,1,0.057597063,0.00E+00,0,62.29985085,0,955.8875462,2.486709685,0.771026461,31.25,0.845535968,0.68,0.00E+00,0.00E+00,111.2173509,0.199449289,0.019328118,0,0,0,0,0,123.8801535,0,0,832.0073927,0,0,0,0,0,0,0,0,0,163.638,66.0906
212.38,0.49958496,0.173947797,0.326467243,0,0.00E+00,8.717191278,1.739611111,0.905334335,0.130304323,2.858881231,0,30.53897537,0,587.2876448,5.417630053,2.89259444,14.37102801,0.00E+00,1.478669444,0.094665665,0.00E+00,43.11180165,1.329701978,0.020152557,0,111.4305019,0,84.14671815,0,391.7104247,0,0,0,0,0,0,0,0,0,0,0,0,165.411,56.5105
63.66,0.878092218,0.00E+00,0.121907782,2.691,0.866271054,22.126905,3.368493676,1,0.051205419,0,5.467263912,10.35963191,823.7644346,839.2742418,3.354847448,0.760872717,5.958696832,0.723805805,3.20025,0.00E+00,0.00E+00,114.333025,0.381586046,0.297203896,28.72419628,0,0,0,98.32513341,0,0,0,712.2249121,31.80247862,0.00E+00,0.00E+00,0.00E+00,108.8623307,0.00E+00,0.00E+00,0.00E+00,683.0996253,70.4765,59.6735
62.56,0.84,0.00E+00,0.16,2.286,0.788023052,19.770228,2.820491105,1,0.063041844,0,7.769151341,15.41330818,829.4718615,836.4687669,1.791339542,0.585802661,4.992229842,0.718451845,2.8594,0.00E+00,0.00E+00,187.1673165,0.391881734,0.302909207,29.2810081,0,0,0,100.2311431,0,0,0,706.9566157,41.41991342,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,788.0519481,74.4231,72.6009
174.34,0.451599307,0.140167658,0.408233035,2.151,0.781430808,20.152233,3.009437775,0.929820979,0.09331972,0.261525593,8.744416706,12.3674564,705.78743,712.2275385,5.599525305,0.683409391,6.66864734,0.457307393,2.91465,0.070179021,0.00E+00,147.9403096,1.186712954,0.272972353,19.37214248,0,179.9242424,0,66.31233386,0,0,0,446.6188198,25.32354602,0.00E+00,189.8101898,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,490.6536941,124.185,89.3533
45.2,0.643746391,0.251853563,0.104400046,2.35,0.734873422,21.68613,3.39687596,0.81782273,0.084391645,0.695465862,7.263748008,8.669491535,844.7578211,849.0595877,5.329138231,0.724922764,5.554492071,0.787083706,3.1365,0.18217727,0.00E+00,112.7315688,0.270512897,0.404646018,30.07512002,0,0,0,59.51765038,0,0,0,759.4668173,34.48928039,0.00E+00,0.00E+00,0.00E+00,27.67018589,0.00E+00,0.00E+00,0.00E+00,782.5983548,101.592,60.8349
80,0.647064525,0.159094764,0.193840711,2.35,0.783153348,21.68613,3.479538713,0.844665227,0.073238877,0.247879257,7.35174287,7.088543806,913.7680525,909.9118188,3.719762419,0.747368883,5.134457758,0.74317817,3.1365,0.155334773,0.00E+00,256.0719369,0.345572354,0.37825,0,0,0,18.46523166,0,0,0,121.6163879,769.8301992,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,133.0275711,780.7404814,91.2419,72.1862
1461.26,0.79528468,0.00E+00,0.20471532,2.399499335,0.84390079,6.152793357,1.668233213,1,0.141147296,0.00E+00,6.82725284,35.32151806,672.5178087,685.7192478,0.677837177,2.423594964,16.06212563,0.33268486,1.298514081,0.00E+00,0.795489456,283.7221015,0.60994607,0.357923983,37.94945565,0,117.378014,5.873081982,97.81334941,0,119.9699054,0,306.7354413,41.75120982,0.00E+00,113.3726124,4.540734066,96.99461175,0.00E+00,131.9695442,0.00E+00,283.8890964,67.9846,33.5522
92,0.689973706,0.150878771,0.159147523,2.279,0.888724766,19.770228,3.254315008,0.928442475,0.069867061,0.29572024,7.765828469,5.951741176,864.0359551,866.8272251,5.12006315,0.695972383,5.070331035,0.725962111,2.8594,0.071557525,0.00E+00,261.4303772,0.377482357,0.364891304,0,43.94792698,0,9.070326871,0,17.02278194,0,9.112777699,787.6734116,0.00E+00,46.52883895,0.00E+00,9.602996255,0.00E+00,0.00E+00,0.00E+00,9.647940075,798.2561798,105.138,73.9508
70.84,0.742524591,0.118665987,0.138809421,1.69,0.810555611,15.168537,2.40380466,0.900109333,0.070738495,0.214117348,14.03546629,11.32624868,922.8018336,908.7710397,4.084956764,0.507340714,7.098958786,0.739616261,2.19385,0.099890667,0.00E+00,159.9432607,0.35205248,0.238565782,0,0,0,97.7871479,0,0,0,43.38082522,767.6030666,0.00E+00,0.00E+00,0.00E+00,114.3674189,0.00E+00,0.00E+00,0.00E+00,0.00E+00,808.4344147,99.9965,65.1307
109.24,0.67904613,0.015916453,0.305037418,2.279,0.606531049,0,2.581493421,0.895074946,0.048522484,0.013636364,7.816950885,21.48045713,739.0830565,785.0191342,3.705866661,0.561205089,9.008675519,0.506416049,0,0.104925054,0.00E+00,85.57884877,0.974660956,0.00E+00,41.45191024,0,0,0,116.0490751,0,0,0,627.5181489,65.64784053,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,673.4352159,97.823,60.1829
62.52,0.450289454,0.156305059,0.393405487,2.279,0.686746988,19.770228,3.193416581,0.735692771,0.054939759,0.64146694,7.816950885,7.299224023,832.1553398,825.5289934,5.955846624,0.730680242,5.40976192,0.459356624,2.8594,0.264307229,0.00E+00,45.55268675,1.176957831,0.289507358,0,0,0,40.32549234,0,0,0,259.2910284,525.9124726,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,287.6116505,544.5436893,96.8018,76.0454
51.6,0.782039179,0.11647392,0.101486901,2.961,0.680436282,22.45014,3.021461002,0.925029775,0.065843415,0.17133645,4.595212575,17.73064755,918.2995169,909.5517296,5.331158449,0.6429612,7.846231995,0.755600815,3.247,0.074970225,0.00E+00,113.7782121,0.323450135,0.343023256,0,0,0,51.6141336,0,0,0,88.70053504,769.237061,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,124.4444444,793.8550725,95.6021,64.6424
172.04,0.480728051,0.118843683,0.400428266,1.821968692,0.842840512,17.113824,2.940831719,0.861272798,0.08325443,0.319249741,12.38121951,5.740468611,784.3657652,786.6841612,10.47403551,0.683135384,5.332424949,0.473336191,2.4752,0.138727202,0.729789161,80.70213605,1.112663304,0.392350616,0,34.05060918,0,218.6729147,0,0,0,0,533.9606373,0.00E+00,34.45069261,0.00E+00,221.2422493,0.00E+00,0.00E+00,0.00E+00,0.00E+00,528.6728232,210.922,88.2525
64.8,0.702774751,0.147013144,0.150212105,2.279,0.738636364,19.770228,3.122421149,0.81546951,0.071210251,0.193150591,7.816950885,8.843937237,925.6170213,930.2559242,3.447830579,0.671471503,5.805470705,0.76744186,2.8594,0.18453049,0.00E+00,211.1571156,0.303030303,0.366512346,0,0,0,100.4371796,0,0,0,0,829.8187446,0.00E+00,0.00E+00,0.00E+00,109.106383,0.00E+00,0.00E+00,0.00E+00,0.00E+00,816.5106383,98.757,67.58
64.61,0.848543098,0.00E+00,0.151456902,2.279,0.954044118,19.770228,3.246169118,1,0.0478125,0,7.629951942,6.069557134,901.7848819,891.5607273,1.961784131,0.697130352,5.115733961,0.729314173,2.8594,0.00E+00,0.00E+00,145.7515009,0.371151195,0.283083114,0,0,0,86.76823495,0,0,0,87.14734593,717.6451464,0.00E+00,0.00E+00,0.00E+00,59.84932133,0.00E+00,0.00E+00,0.00E+00,95.06512499,746.8704355,71.2207,62.0898
49.4,0.724870352,0.138861304,0.136268344,2.009,0.689243028,19.000341,2.81391866,0.832669323,0.078602513,0.200490155,10.05926293,13.44252047,910.1111111,898.7112861,6.129328838,0.6000054,7.070143866,0.725433526,2.74805,0.167330677,0.00E+00,113.441395,0.378486056,0.30465587,0,0,0,109.3569554,0,0,0,50.70866142,738.6456693,0.00E+00,0.00E+00,0.00E+00,138.0839002,0.00E+00,0.00E+00,0.00E+00,0.00E+00,772.0272109,88.9427,68.0189
66.45,0.885697084,0.00E+00,0.114302916,2.45,0.972527473,21.633237,3.601851648,1,0.073135793,0,6.678262252,4.508353694,903.4374542,892.4592475,3.097228372,0.779455519,4.478139526,0.754152947,3.12885,0.00E+00,0.00E+00,227.8448694,0.325990973,0.399548533,0,26.93791853,0,0,0,123.4348293,0,0,742.0864997,0.00E+00,21.76946235,0.00E+00,0.00E+00,0.00E+00,128.7706974,0.00E+00,0.00E+00,752.8972944,90.8423,76.1151
721.64,0.837687417,0.015623475,0.146689108,2.307563381,0.519985683,15.89980685,2.178190854,0.980204822,0.097602295,0.061562237,7.594731534,30.92571169,797.3388846,811.8217017,1.48126738,2.845257859,18.57781236,0.377698059,2.318405606,0.019795178,0.00E+00,481.8806998,0.416593544,0.099869741,32.9520623,0,10.8655347,0,92.78080077,169.1918974,33.4736597,62.37765494,410.1800919,61.50519581,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,33.48699914,60.98230249,641.3643872,194.845,60.7987
125.82,0.968634783,0.00E+00,0.031365217,2.279,0.896660737,8.198068,3.09903813,1,0.218539425,0,7.788436316,10.4612344,747.7951807,751.0171674,0.978588435,1.182020601,5.935801147,0.00E+00,2.42208,0.00E+00,0.00E+00,1477.965649,0.110798006,0.064934033,0,0,0,89.74248927,0,661.2746781,0,0,0,0.00E+00,0.00E+00,0.00E+00,125.9638554,0.00E+00,621.8313253,0.00E+00,0.00E+00,0.00E+00,58.4443,71.0938
51.2,0.781489763,0.106273839,0.112236398,1.917,0.847609562,17.631,2.872163807,0.899900398,0.06937749,0.249230769,10.93571644,7.655941401,929.7171118,910.4726325,3.891498038,0.598174738,5.798976204,0.758308157,2.55,0.100099602,0.00E+00,150.0861335,0.3187251,0.368945313,0,0,0,89.10512598,0,0,0,48.95742832,772.4100782,0.00E+00,0.00E+00,0.00E+00,101.4441147,0.00E+00,0.00E+00,0.00E+00,0.00E+00,828.272997,95.9842,69.7385
55.46,0.739258868,0.127548692,0.13319244,2.471,0.738893743,20.698794,3.233772609,0.826399624,3.609975133,0.17545418,8.060016616,9.877659829,918.6037179,923.6413442,5.123626408,0.72502608,5.7933741,0.728470012,2.9937,0.173600376,0.00E+00,183.4091577,0.372740104,0.467544176,0,0,0,0,85.13501361,122.6582653,0,0,715.8480653,0.00E+00,0.00E+00,0.00E+00,0.00E+00,92.24051282,132.8955128,0.00E+00,0.00E+00,693.4676923,162.358,127.066
49.76,0.443863024,0.173220469,0.382916506,2.279,0.803278689,19.770228,3.196326975,0.859484778,0.064262295,0.577386739,7.816950885,7.235899889,675.6218834,699.6859428,6.863324896,0.714950686,5.393540193,0.435763692,2.8594,0.140515222,0.00E+00,45.07204215,1.294821754,0.257234727,0,112.1168871,0,0,0,87.69947708,0,0,499.8695786,0.00E+00,130.7594619,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,544.8624215,105.564,85.74
83.72,0.575757576,0.00E+00,0.424242424,2.947,0.862596733,23.108364,3.501652966,1,0.249919175,0,4.549254899,10.36267297,769.6744823,714.3615986,21.98843986,0.83116078,5.866990559,0.409882287,3.3422,0.00E+00,0.00E+00,129.6074652,1.43972485,0.172240803,47.20941707,0,45.39367026,0,0,218.4343413,0,0,403.32417,27.01899709,0.00E+00,55.10867705,0.00E+00,0.00E+00,265.182954,0.00E+00,0.00E+00,422.3638542,138.499,74.2098
54.23,0.564102564,0.00E+00,0.435897436,2.194,0.926020408,9.265113,3.104864796,1,2.378484694,0,9.179398067,8.024778754,740.3480182,709.752435,3.362929894,0.716014107,5.610378558,0.41956545,2.36808,0.00E+00,0.00E+00,112.3379311,1.383418367,0.328784805,34.86332013,0,85.35802205,69.63662635,0,107.0420636,0,0,412.8524029,33.50265085,0.00E+00,47.58899268,82.12761929,0.00E+00,126.2426155,0.00E+00,0.00E+00,450.8861399,313.161,195.766
86.48,0.670903417,0.00E+00,0.329096583,2.279,0.932246377,18.071775,2.920860507,1,0.206101449,0,7.675703137,7.953366702,710.3410178,717.5649351,16.74986581,0.74097275,5.817923736,0.38961039,2.61375,0.00E+00,0.00E+00,48.92630625,1.566666667,0.218663275,0,89.42207792,0,0,0,244.7662338,0,0,383.3766234,0.00E+00,91.84659997,0.00E+00,0.00E+00,0.00E+00,251.4026388,0.00E+00,0.00E+00,367.091779,137.312,80.6591
175.28,0.28469267,0.273940523,0.441366807,2.35,0.506122449,19.770228,2.661030211,0.697300856,0.075510204,0.460371412,7.35174287,18.88284618,676.5422139,645.7343902,5.075109223,0.627415865,8.377135415,0.464270432,2.8594,0.302699144,0.00E+00,73.35312837,1.153917051,0.188612506,0,125.3254703,0,79.80321285,0,0,0,0,440.605707,0.00E+00,104.4465291,0.00E+00,114.249531,0.00E+00,0.00E+00,0.00E+00,0.00E+00,457.8461538,86.8789,68.131
88.34,0.595666582,0.179148611,0.225184808,2.279,0.818897638,19.770228,3.272729883,0.849123698,0.069227838,0.253478732,7.816950885,5.57353123,920.2387526,911.2137641,2.702496987,0.694292268,4.967691643,0.72781612,2.8594,0.150876302,0.00E+00,285.3103087,0.373973415,0.257414535,0,0,0,111.1533056,0,0,0,25.20681533,774.8536432,0.00E+00,0.00E+00,0.00E+00,119.1573166,0.00E+00,0.00E+00,0.00E+00,0.00E+00,801.081436,101.736,71.3949
390.9,0.670717637,0.028613184,0.300669179,2.4,0.462240318,11.40919593,2.289570395,0.956071718,0.134845356,0.550308055,7.027150618,27.50569824,593.2601726,689.7050998,2.465436415,3.64144542,14.52003958,0.267817486,1.875187768,0.043928282,0.00E+00,128.322663,0.958769714,0.168943464,0,110.4710306,0,137.8941483,0,182.7243806,0,10.16176612,248.4537742,0.00E+00,192.0098644,0.00E+00,172.8360049,0.00E+00,194.7595561,0.00E+00,27.07768187,6.577065351,91.0382,54.7985
47.38,0.66113255,0.126267612,0.212599838,2.279,0.445125492,19.770228,2.175615211,0.82966643,0.035610039,0.052520414,7.816950885,29.44446884,909.1728241,928.007976,0.877549828,0.477588825,11.08270356,0.765874388,2.8594,0.17033357,0.00E+00,87.21961533,0.305697142,0.378007598,0,0,0,78.73436702,0,27.42930066,0,14.46452272,807.3797856,0.00E+00,0.00E+00,0.00E+00,139.8373753,0.00E+00,0.00E+00,0.00E+00,0.00E+00,769.3354488,73.6673,50.9044
39.6,0.666666667,0.142028986,0.191304348,2.279,0.764940239,19.770228,3.229052632,0.807436919,0.061195219,0.128659091,7.816950885,6.523857552,937.6486486,939.773639,0.787140693,0.685885329,5.211136492,0.807073955,2.8594,0.192563081,0.00E+00,175.5568446,0.239043825,0.465151515,0,0,0,82.6504298,0,0,0,0,857.1232092,0.00E+00,0.00E+00,0.00E+00,86.62162162,0.00E+00,0.00E+00,0.00E+00,0.00E+00,851.027027,78.8706,67.65
190.93,0.610500811,0.281160276,0.108338913,1.767,0.89412242,12.7090125,2.107686213,0.93160101,0.066600108,0.90202219,12.9162807,22.27611876,674.7106834,716.8578873,3.678809907,0.538346948,7.411680231,0.154391249,1.838125,0.06839899,0.89412242,139.7229128,0.430293879,0.090085372,0,0,228.9199432,0,0,0,361.8964472,0,126.0414969,0.00E+00,0.00E+00,280.1286882,0.00E+00,0.00E+00,0.00E+00,302.9184395,0.00E+00,91.66355574,111.547,68.1772
132.05,0.867446,0.029916755,0.102637245,2.279,0.877066257,13.50273025,3.132440737,0.964139344,0.060568306,0.078003649,7.692409379,8.573934202,782.0621874,779.7399874,1.641020002,1.314313481,9.582707186,0.769566355,2.566799732,0.035860656,0.00E+00,329.6854699,0.225495219,0.118515714,0,0,0,60.11340113,0,0,0,66.32265323,653.303933,0.00E+00,0.00E+00,0.00E+00,34.70346653,0.00E+00,0.00E+00,0.00E+00,71.71604025,675.6426806,74.6267,59.8105
152,0.71358583,0.00E+00,0.28641417,2.279,0.507446494,9.284396,2.157926817,1,0.131642174,0,7.816950885,30.95049152,618.9692308,620.7323493,11.41540001,2.675401612,19.04194101,0.400134181,2.50272,0.00E+00,0.00E+00,74.17271546,1.499161653,0.139605263,16.98409566,128.4995462,0,93.40147599,0,0,0,52.53680098,329.3104306,0.00E+00,204.4615385,0.00E+00,148.6153846,0.00E+00,0.00E+00,0.00E+00,0.00E+00,265.8923077,212.982,79.6267
177.39,0.416910217,0.32386895,0.259220832,1.853,0.526242656,10.360824,2.934057528,0.540284245,2.533165452,1.467028764,18.09943543,8.309342856,584.6757991,584.6757991,1.559567051,1.168756167,8.953344112,0.515288138,2.15352,0.459715755,0.00E+00,371.087057,0.432437044,0.17729297,0,121.369863,0,305.6164384,0,0,0,157.6894977,0,0.00E+00,121.369863,0.00E+00,305.6164384,0.00E+00,0.00E+00,0.00E+00,157.6894977,0.00E+00,86.2575,39.7211
0,1,0.00E+00,0.00E+00,0,0.00E+00,0,0.8,1,0.08,0.00E+00,0,63.4375,0,0,3.811985062,0.464,31.25,0,0,0.00E+00,0.00E+00,143.856,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8182,72.5273
0,1,0.00E+00,0.00E+00,0,0.00E+00,0,0.8,1,0.08,0.00E+00,0,63.4375,0,0,7.309353315,0.464,31.25,0,0,0.00E+00,0.00E+00,75.024,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.964,71.94
0,1,0.00E+00,0.00E+00,2.286,0.931739879,0,3.188981051,1,0.133593885,0,7.706083112,7.368595962,823,823,2.036739499,1.435041473,9.057473889,1,0,0.00E+00,0.00E+00,102.6675449,0.00E+00,0,0,0,0,0,0,0,0,0,823,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,823,102.306,67.6972
0,0.949386797,0.050613203,0.00E+00,2.286,0.563537221,0,2.291952999,0.968468468,0.045082978,0.073796622,7.769151341,26.9132001,0,823,6.351800365,0.36,17.39044851,1,0,0.031531532,0.00E+00,137.3009708,0.00E+00,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,220.113,48.4087
