areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,ber,coolElectricEquivalentEfficiency,cool_irr_east,cool_irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_north_west,cool_irr_south,cool_irr_south_east,cool_irr_south_west,cool_irr_west,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,irr_east,irr_horizontal,irr_north,irr_north_east,irr_north_west,irr_south,irr_south_east,irr_south_west,irr_west,lpd,opaqueConduction,q50,roofWallRatio,ser,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio
197.12,0.270358306,0.00E+00,0.729641694,24.3812,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.8,0.015909091,0.10825,0.00E+00,0,63.4375,0,864,0,864,0,0,0,0,0,0,0,3.056539453,0.188,12.5,0.588235294,14.8655,0.00E+00,0.984090909,0.00E+00,0.307898182,0.7,0.118252841
18.2,0.878907654,0.108012936,0.013079411,20.8676,4.253,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,695,0.00E+00,0.779244396,5.0328,3.706292845,0.842442942,0.006009685,0.49380649,2.103191201,6.718690201,695,775.2653061,0,406.4897959,0,0,0,0,0,368.7755102,0,0.944416925,0.867684022,8.21051461,0.469387755,14.9012,0.68,0.157557058,0.00E+00,492.1533694,0.037187634,0.434065934
229.7,0.362282218,0.33222503,0.305492752,40.9848,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.055192313,1.393398152,0.228636208,0.076904133,2.131030059,0,42.31394478,0,547.785822,0,159.5475113,107.4509804,0,0,0,0,0,280.7873303,1.086994838,1.080481547,20.5755795,0.66334457,14.9203,0.272863613,0.771363792,0.00E+00,1.262316476,0.342626154,0.05703091
28.7,0.862810707,0.00E+00,0.137189293,24.9367,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,846,0,0,0,0,0,0,0,0,846,0.436043047,0.8195875,8.235850352,0.00E+00,15.2444,0,0.00E+00,0.00E+00,0,0.553733359,0.00E+00
128.577,0.08080752,0.20490756,0.714284921,38.6044,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.945579956,0.8,0.07903365,0.109673857,3.366366157,0,53.26120701,0,528,0,0,0,0,0,528,0,0,0,0.905723906,0.614286831,27.10493996,0.555621212,15.3064,0.149859985,0.92096635,0.00E+00,1.099069812,0.554689387,0.025198908
98.65,0.00E+00,0.130147253,0.869852747,35.8399,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.119078695,0.8,0.043292883,0.105237783,2.538181818,0,61.40625,0,666.9722222,0,0,0,0,0,422.2222222,0,0,244.75,1.161104025,0.50497561,43.75,0.470079502,15.4619,0.027424184,0.956707117,0.00E+00,0,1.078495682,0.033451597
0,0.632612967,0.367387033,0.00E+00,97.7642,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,1,0,0,0,45.15625,0,0,0,0,0,0,0,0,0,0,0,0.437866317,0.464,31.25,0,15.623,0,0.00E+00,0.00E+00,10.935,0.00E+00,0
45.23,0.783723043,0.00E+00,0.216276957,40.8793,0,0,0,0,0,0,0,0,0,0,0.00E+00,5.0328,0.8,1,0,0.00E+00,0,63.4375,0,408.1633871,0,0,130.0800354,0,0,278.0833518,0,0,0,0.202351696,0.763926584,31.25,0.00E+00,15.6487,0.68,0.00E+00,0.00E+00,161.802,0.503170542,0.113199204
128.257,0.00E+00,0.297518307,0.702481693,41.0514,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.525827488,0.8,0.485747051,0.07211173,0.965817808,0,51.75079047,0,509.8184085,36.23322332,58.82948295,83.86945361,0,0,224.7505684,0,0,106.1356802,0.964664066,1.004189865,31.25,0.491213614,15.6647,0.60384455,0.514252949,0.00E+00,5.229328498,1.050597969,0.164513438
54.1,0.238095238,0.133565621,0.628339141,36.3649,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.066578898,0.077007241,1.247457627,0,61.40625,0,922,0,922,0,0,0,0,0,0,0,3.085632388,0.412,31.25,0.495335821,15.669,0,0.933421102,0.00E+00,0.466664811,1.017491066,0.00E+00
54.1,0.238095238,0.133565621,0.628339141,36.3649,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.066578898,0.077007241,1.247457627,0,61.40625,0,922,0,922,0,0,0,0,0,0,0,3.085632388,0.412,31.25,0.495335821,15.669,0,0.933421102,0.00E+00,0.466664811,1.017491066,0.00E+00
0,1,0.00E+00,0.00E+00,25.1939,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,929,0,929,0,0,0,0,0,0,0,0.313243186,0.8195875,8.235850352,1,15.7218,0,0.00E+00,0.00E+00,0,0.00E+00,0
56.9,0.816155089,0.00E+00,0.183844911,25.4067,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,846,0,0,0,0,0,0,0,0,846,0.237620767,0.8195875,8.235850352,0.00E+00,15.8243,0,0.00E+00,0.00E+00,0,0.598254653,0.00E+00
215.037,0.067163512,0.2212011,0.711635388,45.7291,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.727341201,0.8,0.109811849,0.076563956,3.009639309,0,47.73722918,0,668.3745667,160.9067297,0,0,0,0,452.9338735,0,0,54.53396354,0.65695113,0.490817276,24.29375531,0.650037096,16.0026,0.115272475,0.890188151,0.00E+00,1.801109396,0.668751361,0.032738552
93.14,0.193308714,0.349311032,0.457380253,36.5295,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.535549784,0.8,0.126443751,0.110605221,2.488640676,0,53.51136104,0,613,0,0,0,0,0,613,0,0,0,0.519416112,0.483852285,27.2322448,0.853636466,16.0663,0.111376623,0.873556249,0.00E+00,2.210490097,0.268942019,0.051535323
59.7,0.813379181,0.00E+00,0.186620819,33.8695,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.999111111,1,0,0.00E+00,0,22.84669255,0,648,0,0,0,0,648,0,0,0,0,0.366667634,0.946189564,12.50555803,0.00E+00,16.1519,0,0.00E+00,0.00E+00,0,0.634971283,0.00E+00
208,0.159093802,0.179075983,0.661830215,32.3429,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.410505593,0.8,0.100921149,0.074314136,1.375391006,0,61.40625,0,740.6722258,0,218.2283515,0,0,0,141.7831944,0,0,380.6606799,1.02686862,1.655878203,16.25401499,0.614318587,16.2072,0.077795362,0.899078851,0.00E+00,3.422946167,0.561873632,0.563846154
72.106,0.135830881,0.271513817,0.592655302,52.9809,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.075351994,0.8,0.113515341,0.110081988,3.511433031,0,49.83828183,0,572.4047342,0,0,0,0,0,413.6307334,0,0,158.7740008,2.564560792,0.658235889,25.3629933,0.542161948,16.5768,0.170426872,0.886484659,0.00E+00,0.894706064,0.609466655,0.047430172
189.73,0.086136689,0.217836311,0.696027,39.279,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.150723955,0.8,0.124542707,0.115928106,1.914499787,0,61.40625,0,505.8101164,0,0,191.3267764,0,0,0,0,0,314.48334,1.20990582,0.492821488,43.75,0.465323376,16.6017,0.034712184,0.875457293,0.00E+00,0,1.005938179,0.010225057
378.89,0.00E+00,0.117875768,0.882124232,31.3982,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.8,0.016477273,0.1081875,2.356913793,0,63.4375,0,723.1515152,0,139.6363636,0,0,0,0,0,583.5151515,0,3.056539453,0.194852174,12.5,0.426350134,16.612,0.00E+00,0.983522727,0.00E+00,0.330283636,1.345490057,0.061521814
162.77,0.163577023,0.128111401,0.708311575,53.4747,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.126108571,0.8,0.102337799,0.08755503,2.055359343,0,61.40625,0,694.8823529,0,301.1503087,0,239.1940201,0,0,154.538024,0,0,6.235403682,1.047715626,31.25,0.543921096,16.6509,0.196857143,0.897662201,0.00E+00,1.9944087,0.85510901,0.046691651
600.4,0.160633637,0.029929221,0.809437142,29.7703,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.023642412,0.8,0.061664322,0.110365069,0.236013289,0,62.36721346,0,518.797619,0,0,0,148.8095238,164.3333333,0,0,205.6547619,0,0.730792901,0.501729894,31.25,0.53364817,16.6906,0.137130977,0.938335678,0.00E+00,2.453378403,0.820005736,0.016155896
15.9,0.867056856,0.00E+00,0.132943144,34.7821,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,739,739,0,0,0,0,0,0,0,0,1.328428491,0.8195875,8.235850352,0.00E+00,16.7308,0,0.00E+00,0.00E+00,0,0.809984717,0.00E+00
227.4,0.144563627,0.301072647,0.554363725,53.6386,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.519929329,0.8,0.135224016,0.112482426,2.204373048,0,61.40625,0,474.125,0,0,0,141.8044872,332.3205128,0,0,0,0,1.174398611,0.602118577,31.25,0.546560319,16.7613,0.110954064,0.864775984,0.00E+00,0.10641701,0.686076331,0.032102023
53,0.214285714,0.274131274,0.511583012,69.6011,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.409224937,0.06165754,1.987853834,0,54.72601969,0,550.7119342,236.8106996,0,54.98765432,0,0,258.9135802,0,0,0,2.465155983,0.726635071,31.25,0.473684211,16.81,0,0.590775063,0.00E+00,0,1.116259478,0.00E+00
195.2,0.234774067,0.126064178,0.639161755,31.0501,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.154098248,0.108130261,0.41370047,0,61.40625,0,724.6208531,0,422.7393365,0,0,159.0315956,0,142.849921,0,0,0.84138975,0.412771229,31.25,0.585826438,16.8199,0,0.845901752,0.00E+00,0,0.673382089,0.009221311
120.09,0.381628788,0.123929513,0.4944417,46.9848,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.710236094,0.8,0.164599213,0.077374832,0.555423729,0,61.12898192,0,827.8962757,0,591.3823498,0,0,0,99.78529506,0,0,136.7286309,0.428113522,0.649564553,31.25,0.766357322,16.8203,0.5507585,0.835400787,0.00E+00,6.321857331,0.299133164,0.0955117
32.1,0.836474783,0.00E+00,0.163525217,27.4853,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,846,0,0,0,0,0,0,0,0,846,0.466077771,0.8195875,8.235850352,0.00E+00,16.8644,0,0.00E+00,0.00E+00,0,0.661992163,0.00E+00
1097.37,0.905776417,0.011444813,0.082778769,29.2269,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.7131907,1.709374332,0.883939826,0,0.046361357,0,31.08751459,0,654.6430297,203.6049949,292.8055026,49.47560287,7.688106448,10.24301331,50.94580962,4.722374616,1.394268168,33.76335722,0.280578297,2.78241516,14.98160548,0.273404446,16.9281,0.995439193,0.116060174,0.00E+00,245.3318227,0.312243382,0.143433846
51.147,0.140928395,0.384794421,0.474277183,54.2046,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.284826791,0.8,0.157572292,0.114878288,2.967350171,0,61.40625,0,528,0,0,0,0,0,528,0,0,0,1.988126376,0.627569701,31.25,0.706926165,16.9789,0.268084546,0.842427708,0.00E+00,2.600623199,0.417799379,0.064519913
54.1,0.256875366,0.426565243,0.316559391,47.2389,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.457735385,0.8,0.168834688,0.118647245,1.560192616,0,61.40625,0,500,500,0,0,0,0,0,0,0,0,1.921289562,0.545619433,31.25,0.774207012,17.0196,0.144738462,0.831165312,0.00E+00,0.265632114,0.24435411,0.090573013
46.7,0.234413965,0.183291771,0.582294264,41.1166,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.445422222,0.8,0.107931597,0.11118931,0.449426752,0,61.40625,0,754.0769231,0,379.8461538,0,0,0,0,0,374.2307692,0,3.231699135,0.731789474,31.25,0.719350962,17.2251,0.075555556,0.892068403,0.00E+00,0.418588708,0.401306179,0.025695931
57.83,0.19515336,0.127838914,0.677007727,55.7401,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.8,0.124609781,0.10617846,1.094279749,0,61.40625,0,212,0,0,212,0,0,0,0,0,0,7.66985148,0.497171064,31.25,0.400290366,17.3725,0.00E+00,0.875390219,0.00E+00,0.585162799,1.504422477,0.013141968
329.7,0.104831144,0.12195122,0.773217636,34.6582,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.055818081,0.107481067,0.73818854,0,59.375,0,984,0,984,0,0,0,0,0,0,0,0.64695454,0.332,31.25,0.595559372,17.3942,0,0.944181919,0.00E+00,0.158382246,0.680340893,0.047315742
90.52,0.37296966,0.164674635,0.462355705,71.7244,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.567617699,0.8,0.419374158,0,1.565383792,0,59.375,0,710.0563476,0,289.4847251,47.26069246,0,0,182.4412763,0,0,190.8696538,0.533131132,1.559429735,31.25,0.356553881,17.4285,0.096283186,0.580625842,0.00E+00,7.242852972,1.355292708,0.032147592
260.72,0.312793288,0.069298952,0.617907759,84.5778,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.76203978,0.8,0.257769731,0.02835467,0.664989967,0,59.375,0,704.0377098,183.0641658,152.3620928,0,0,0,276.1484699,0,0,92.46298124,3.359639544,1.644232971,31.25,0.167640392,17.4437,0.129262385,0.742230269,0.00E+00,13.80053795,1.123841545,0.104518257
22.9,0.838732394,0.00E+00,0.161267606,32.5665,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,846,0,0,0,0,0,0,0,0,846,0.802275865,0.8195875,8.235850352,0.00E+00,17.4592,0,0.00E+00,0.00E+00,0,0.812921548,0.00E+00
17.3,0.854131535,0.00E+00,0.145868465,35.7817,0,0,0,0,0,0,0,0,0,0,0,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,739,739,0,0,0,0,0,0,0,0,1.303852564,0.8195875,8.235850352,0.00E+00,17.531,0,0,0,0,0.865,0.00E+00
164.4,0.071688312,0.074285714,0.854025974,40.7204,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.445422222,0.8,0.10745098,0.111077996,0.445352798,0,61.40625,0,744.724359,0,324.4519231,0,0,0,0,101.7307692,318.5416667,0,3.060460072,0.789131034,31.25,0.414738341,17.5727,0.075555556,0.89254902,0.00E+00,0.419378667,1.432679739,0.00729927
55.3,0.280866426,0.319855596,0.399277978,45.4987,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.641684211,0.8,0.190096286,0.122395232,1.074770863,0,61.40625,0,208,0,0,208,0,0,0,0,0,0,2.259242586,0.553915493,31.25,0.618093923,17.8293,0.107368421,0.809903714,0.00E+00,0.119923906,0.507106832,0.043399638
114.78,0.134772182,0.177098321,0.688129496,79.8155,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.376821719,0.8,0.156485671,0.11903092,4.643534137,0,61.40625,0,385.4336075,218.8014101,0,166.6321974,0,0,0,0,0,0,3.269361539,0.490016966,31.25,0.370343957,17.883,0.064615385,0.843514329,0.00E+00,1.27141086,1.442684766,0.003659174
96.32,0.520779221,0.131746032,0.347474747,25.9846,2.641,0,0,0,0,0,0,650,0,0,0.055137139,0.752998728,2.05943646,0.124070294,0.433588607,0.347107716,5.634504732,41.88643469,650,624.7945205,0,0,0,0,179.5890411,0,445.2054795,0,0,0.535686032,1.044014063,12.25180693,0.794911104,18.0058,0.236647352,0.875929706,0.00E+00,4.812083638,0.225991882,0.07817691
36.7,0.809647303,0.00E+00,0.190352697,30.2225,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,739,739,0,0,0,0,0,0,0,0,0.547837212,0.8195875,8.235850352,0.00E+00,18.0696,0,0.00E+00,0.00E+00,0,0.771008403,0.00E+00
3885.56,0.010811062,0.034344859,0.95484408,19.4345,2.173,0,0,0,0,0,0,0,0,0,0.001936143,0,2.792614991,0.002346558,0.001374662,0.14287155,8.322869742,12.10081835,0,0,0,0,0,0,0,0,0,0,0,0.031712232,0.893665334,11.88165833,1.512942793,18.2199,0,0.997653442,0.00E+00,0.002730405,0.25887821,0.00E+00
296.1345,0.172146933,0.187050722,0.640802344,52.9237,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.653002914,0.8,0.191803842,0.278499026,2.121881456,0,69.97090925,0,589.2252271,262.7033988,243.1508463,83.37098202,0,0,0,0,0,0,1.47022183,0.708017841,43.75,0.435692762,18.4005,0.303671382,0.808196158,0.00E+00,0,1.131018218,0.095056132
132.6,0.122483221,0.321308725,0.556208054,43.7388,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.5796,0.8,0.179620344,0.120167443,1.527417747,0,61.40625,0,610.5428571,239.2857143,0,0,0,0,371.2571429,0,0,0,1.536081204,0.601947214,31.25,0.582493703,18.4542,0.183272727,0.820379656,0.00E+00,0.22696601,0.593660458,0.036953243
30.8,0.815679234,0.00E+00,0.184320766,37.0936,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.737208333,1,0,0.00E+00,0,30.25473793,0,846,0,0,0,0,0,0,0,0,846,0.817245647,0.78174375,8.634542969,0.00E+00,18.4674,0,0.00E+00,0.00E+00,0,0.81675948,0.00E+00
695.78,0.222574719,0.185644785,0.591780496,33.4618,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.612713865,0.8,0.193981197,0.113916946,0.545223575,0,61.67615989,0,782.7393969,0,359.819384,0,0,0,0,101.4339623,321.4860506,0,0.695576734,0.374501599,31.25,0.57719536,18.5725,0.156604183,0.806018803,0.00E+00,24.07309886,0.657419568,0.036750122
83.9,0.633910891,0.158415842,0.207673267,38.4586,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.403044209,1.396813877,0.601599775,0.076423052,0.675035313,0,47.18068505,0,294.7536232,148.5507246,0,146.2028986,0,0,0,0,0,0,0.853181218,0.959705083,18.16057302,0.408738548,18.674,1.071375507,0.398400225,0.00E+00,0.308354112,0.392459538,0.123957092
37.6,0.673263328,0.250807754,0.075928918,33.0883,2.812,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,695,0.00E+00,0.644620476,25.560333,3.669768525,0.732949921,0.22537247,0.788980857,4.740899333,11.48702356,695,695,0,0,0,0,0,0,0,695,0,1.038557472,4.763409919,9.177574109,0.00E+00,18.6814,3.45355,0.267050079,0.00E+00,0.386565178,0.204004123,0.497340426
39.1,0.798557445,0.00E+00,0.201442555,35.6216,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.737208333,1,0,0.00E+00,0,30.25473793,0,846,0,0,0,0,0,0,0,0,846,0.642182399,0.78174375,8.634542969,0.00E+00,18.6879,0,0.00E+00,0.00E+00,0,0.814753074,0.00E+00
160.6,0.097100782,0.163828808,0.73907041,22.2814,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.529038875,1.936638889,0.202681539,0.014641714,0.62369554,0,26.01011925,0,788.8444444,142.637037,646.2074074,0,0,0,0,0,0,0,0.467101204,1.110393202,12.90896312,0.621137061,18.7456,0.290808194,0.797318461,0.00E+00,0,0.613468811,0.030510585
46.6,0.786727689,0.00E+00,0.213272311,30.762,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,739,739,0,0,0,0,0,0,0,0,0.455414797,0.8195875,8.235850352,0.00E+00,18.749,0,0.00E+00,0.00E+00,0,0.813831645,0.00E+00
98.1,0.522921215,0.282397301,0.194681484,117.954,1.775,0,0,0,0,0,0,702,0,0,0.16868887,3.095421744,1.1242814,0.553485205,0.109508481,4.364572196,12.47371553,45.58228453,702,587.6117021,0,64.98138298,0,0,178.1648936,0,344.4654255,0,0,3.523226258,2.224585106,25.81341537,0.354605263,19.039,0.560673833,0.446514795,0.00E+00,0.468125245,0.607279931,0.231396534
204.5,0.442647059,0.127731092,0.429621849,36.061,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.755849057,0.8,0.388088193,0.071969075,0.416960157,0,59.72220087,0,817.3899658,30.33067275,533.4298746,0,91.79019384,0,0,161.8392246,0,0,0.613395618,0.382615385,31.25,0.391369048,19.0494,0.235220126,0.611911807,0.00E+00,0,0.975947313,0.026894866
51.766,0.247523797,0.336297273,0.41617893,35.2211,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.185734065,0.8,0.045515265,0.111230418,0.973031078,0,61.40625,0,528,0,0,0,0,0,528,0,0,0,0.856933668,0.614711302,31.25,0.665734672,19.0876,0.187920745,0.954484735,0.00E+00,0.422321133,0.125728026,0.069543716
539.8,0.313336946,0.268828857,0.417834198,60.8375,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.127094152,0.911651728,0.519369251,0.085106965,0.695305871,0,54.73786013,0,651.269344,0,172.58873,0,101.5853659,176.1774601,0,64.0979815,136.8198066,0,0.471108436,0.898809709,27.95067242,0.557903358,19.3349,0.551241773,0.480630749,0.00E+00,0,0.567463863,0.112819563
23.436,0.739895941,0.00E+00,0.260104059,14.8346,2.414,0.00E+00,0.00E+00,116,0.00E+00,0.00E+00,310,0.00E+00,0.00E+00,0.00E+00,1,23.685615,3.765,1,0,0,6.520922896,2.680733463,426,426,0,0,116,0,0,310,0,0,0,0.331383138,1.122484472,3.984063745,0.00E+00,19.5188,3.20025,0.00E+00,0.00E+00,0,0.928158416,0.055448882
0,1,0.00E+00,0.00E+00,38.1979,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,929,0,929,0,0,0,0,0,0,0,0.208828791,0.8195875,8.235850352,1,19.8315,0,0.00E+00,0.00E+00,32.895,0.00E+00,0
39.2,0.785557987,0.00E+00,0.214442013,33.4409,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.821305556,1,0,0.00E+00,0,27.52526942,0,739,739,0,0,0,0,0,0,0,0,0.602519669,0.8195875,8.235850352,0.00E+00,19.9147,0,0.00E+00,0.00E+00,0,0.905730129,0.00E+00
301.23,0.602591004,0.053884226,0.34352477,39.4952,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.727911752,0.8,0.199868117,0.241636663,0.104757506,0,63.69966595,0,677.5293125,0,485.1744693,0,0,192.3548432,0,0,0,0,0.825027725,0.445680566,31.25,0.69349505,20.076,0.097513789,0.800131883,0.00E+00,12.5988528,0.39727003,0.082129934
0,0.812872467,0.187127533,0.00E+00,38.4933,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.651653035,0.130330607,0.75488775,0,61.40625,0,0,0,0,0,0,0,0,0,0,0,1.106501378,0.464,31.25,0,20.0885,0,0.348346965,0.00E+00,0,0.00E+00,0
0,1,0.00E+00,0.00E+00,19.9794,2.279,0.00E+00,929,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,0,3.364,1,0.021092233,0,6.83642059,3.137656882,929,929,0,929,0,0,0,0,0,0,0,0.959138246,1.5138,4.458977408,1,20.1605,0,0.00E+00,0.00E+00,42.04987864,0.00E+00,0
156.43,0.842127099,0.054856767,0.103016134,46.8938,2.173,760,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.355412213,0,1.570956526,0.598819319,0.063619538,0.807605402,8.384736637,37.11970352,760,760,760,0,0,0,0,0,0,0,0,1.941312701,3.17153151,18.45953925,0.00E+00,20.1859,0,0.401180681,0.355412213,23.4378236,0.356551866,0.00E+00
803.8,0.330080899,0.173531773,0.496387328,85.2274,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.077261046,0.8,0.391642102,0.085434185,1.065346198,0,61.85283647,0,784.6688046,0,537.7616248,0,2.706217709,110.8925708,0,133.0571887,0.251202565,0,1.534457539,1.310075982,31.25,0.456043956,20.1875,0.417417289,0.608357898,0.00E+00,0,0.890755558,0.225429211
627.302,0.754856799,0.016331889,0.228811312,33.047,5.396,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,733,0.005366713,5.955506516,1.812069041,1,0.058443099,0.083672854,1.349735493,23.5177033,733,674.8926833,246.5442801,0,0,0,0,172.2210482,0,0,256.1273549,0.644184166,1.535137662,13.85112905,0.00E+00,20.242,1.278369397,0.00E+00,0.005366713,376.9989308,0.47018851,0.060369647
672.7,0.516198111,0.114430046,0.369371843,54.2911,1.830451236,304.1666667,314.5263889,0.00E+00,0.00E+00,0.00E+00,127.4791667,0.00E+00,0.00E+00,13.78125,0.142604616,6.455144934,1.856938687,0.48462445,0.01693534,0.728280783,11.72791149,28.8644027,759.9534722,721.7814822,277.2504519,355.3400281,26.88572002,0,0,42.08134163,0,0,20.22394055,0.764477332,2.676100671,15.45658706,0.355775281,20.4061,0.960301486,0.51537555,0.00E+00,0.523240117,0.747876551,0.17139884
308.318,0.299780572,0.345474015,0.354745412,64.309,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.998401228,0.8,0.398453756,0.086420484,1.776225895,0,61.25440455,0,733.0613574,101.9677066,501.763207,41.97205031,0,0,83.79537337,0,0,3.563020065,2.02851412,0.368144623,18.75,0.39240214,20.4236,0.440865083,0.601546244,0.398453756,14.9607286,0.724410966,0.141571365
0,1,0.00E+00,0.00E+00,51.0774,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,1.737208333,1,0,0.00E+00,0,30.25473793,0,0,0,0,0,0,0,0,0,0,0,0.527252589,0.705306583,8.634542969,0,20.5315,0,0.00E+00,0.00E+00,77.706,0.00E+00,0
298,0.511275014,0.038329001,0.450395986,64.8157,4.97,0.00E+00,470.0392157,110.7843137,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.017671047,1.639708146,0.895074681,0.544026582,0.055761969,0.166015769,1.591035144,58.07739426,580.8235294,695.0010508,25.27943958,436.1657443,45.18416813,0,0,122.7569877,0,0,65.61471103,1.930791185,1.097039642,30.45282163,0.461919035,20.7103,0.284310502,0.455973418,0.017671047,5.950491618,1.125207673,0.148657718
28.9,0.15250291,0.511059371,0.336437718,44.7837,1.775,0.00E+00,922,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.300229885,0,1.864,0.300229885,0,12.33153035,12.06109899,10.93683803,922,922,0,922,0,0,0,0,0,0,0,0.351166841,5.2192,13.41201717,0.202739726,21.1173,0,0.699770115,0.00E+00,0,0.664367816,0.297577855
57.351,0.282748187,0.34326908,0.373982733,44.0216,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.584105263,0.8,0.33770239,0.095684657,1.957303562,0,61.40625,0,746.9649186,32.20293245,600.767968,47.01133399,0,0,0,66.98268418,0,0,2.1985878,0.386723429,31.25,0.608394617,21.1413,0.086315789,0.66229761,0.00E+00,12.25972034,0.631688512,0.318041534
236.76,0.814751931,0.00E+00,0.185248069,45.8192,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.388860048,1.438568296,0.926653406,0.0881682,0.00E+00,0,35.63980458,0,784.4930036,0,561.5266621,0,0,70.63005824,0,152.3362832,0,0,2.699942708,0.599228102,18.47295539,0.601575121,21.3124,0.896628464,0.073346594,0.00E+00,97.87590444,0.490551964,0.019893563
