areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,ber,coolElectricEquivalentEfficiency,cool_irr_east,cool_irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_north_west,cool_irr_south,cool_irr_south_east,cool_irr_south_west,cool_irr_west,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,irr_east,irr_horizontal,irr_north,irr_north_east,irr_north_west,irr_south,irr_south_east,irr_south_west,irr_west,lpd,opaqueConduction,q50,roofWallRatio,ser,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio
29.75,0.863469481,0.00E+00,0.136530519,46.5837,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.83279825,1.715583333,1,0.2,0.00E+00,0,32.08355767,0,226,0,0,226,0,0,0,0,0,0,0.567169016,1.115129167,14.57230291,0.00E+00,31.8671,1.23522,0.00E+00,0.00E+00,107.9925,0.454545455,0.578151261
117.7,0.755078277,0.092638116,0.152283607,85.7284,2.757299968,0.00E+00,701.1662604,8.411506582,0.00E+00,0.00E+00,131.3686007,0.00E+00,0.00E+00,0.00E+00,0.587599135,15.91734544,2.359388803,0.856714606,0.14509164,0.208815839,7.372450261,22.56672303,840.9463676,818.950825,3.347136849,678.3413135,17.47848593,0,0,115.9521191,0,0,3.831769654,1.518157964,5.81072559,15.59878509,0.691238195,31.877,2.265579919,0.143285394,0.00E+00,1.663512556,0.446628467,0.316057774
288.2,0.798605685,0.02818679,0.173207524,58.4442,3.225,243.013245,0.00E+00,0.00E+00,0.00E+00,0.00E+00,64.29718543,0.00E+00,0.00E+00,397.4524007,0.948475438,7.253218832,1.833423462,0.981507623,0.168487177,0.228341999,3.778619073,28.12512716,704.7628311,700.8042083,229.3038516,0,0,0,0,88.24607703,0,0,383.2542796,0.128160406,3.130080102,13.63639855,0.00E+00,31.8787,1.323135928,0.018492377,0.948475438,0,0.452035887,0.321651631
147.712,0.414305397,0.208116378,0.377578225,88.4301,1.42,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,620,0.00E+00,0.00E+00,0.00E+00,0.091060321,2.039450878,1.158414983,0.270324027,0.193725589,1.804330686,18.84546717,43.19363153,620,761.4246656,0,350.4451984,2.036468708,0,0,218.1529234,0,0,190.7900751,3.329998168,1.289592527,25.24116511,0.511998113,31.8845,0.359769416,0.729675973,0.091060321,3.702045053,0.534181976,0.105610919
108.8,0.418224299,0.158099688,0.423676012,101.989,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.602893438,0.8,0.19431625,0.046146061,2.060666667,0,62.1891276,0,474.3761468,0,0,0,321.0733945,153.3027523,0,0,0,0,22.8348778,1.36,31.25,0.044117647,31.9131,0.274855643,0.80568375,0.00E+00,0,0.880900332,0.350183824
304.87,0.147746273,0.309954107,0.542299619,67.5511,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.162867085,0.8,0.300455283,0.190655482,0.833834977,0,59.375,0,765.4555999,0,455.6892594,0,0,0,309.7663405,0,0,0,0.980594582,1.209511984,31.25,0.478810155,31.9181,0.037452038,0.699544717,0.00E+00,14.32567067,0.950698516,0.015468888
4426.2,0.760854607,0.04997457,0.189170823,72.8462,2.526438006,183.7277325,322.6287581,4.381567856,7.726889576,0.00E+00,21.82382692,0.00E+00,0.00E+00,231.0088859,0.916428694,7.00999348,1.816938389,0.943372102,0.303359831,0.489356938,6.190275158,29.49538909,771.2976609,763.4054134,183.8801908,310.9862452,6.435759136,7.213469515,0,28.23532305,0,0,226.6544256,0.160057317,2.408976726,13.94832609,0.198542305,31.9302,1.277102772,0.056627898,0.889335517,0.144240699,0.444905479,0.334124079
90.2,0.120425815,0.279441118,0.600133067,75.4422,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.436807122,0.8,0.148185812,0.19283355,0.442712051,0,62.03742623,0,603.9933665,0,521.5522388,82.44112769,0,0,0,0,0,0,1.343012372,1.304091003,31.25,0.733687629,31.9306,0.05851632,0.851814188,0.00E+00,0,0.366905304,0.049889135
165.1,0.737510955,0.117791411,0.144697634,61.6668,2.001,52.7669263,9.94367885,37.64409826,0.299580587,0.243259437,152.3043739,0.420611144,0.414020371,356.4289994,0.953006805,7.24459125,2.063986111,0.953006805,0.15286457,1.22727157,9.772685031,22.07029534,610.4655482,610.4655482,52.7669263,9.94367885,37.64409826,0.299580587,0.243259437,152.3043739,0.420611144,0.414020371,356.4289994,0.674114855,2.060127731,12.11248461,0.001198322,31.9548,1.568629444,0.046993195,0.953006805,178.8692524,0.482198662,0.254391278
610.0636,0.197029635,0.393255439,0.409714927,39.5489,2.3,493.8950284,67.38998621,0.00E+00,0.00E+00,0.00E+00,155.4736189,0.00E+00,0.00E+00,0.00E+00,0.365083411,19.934784,2.934443601,0.44334561,0.044146202,1.862477516,7.573014933,13.348484,716.7586335,699.2865711,513.6738163,60.79908093,10.60309372,0,0,114.2105802,0,0,0,0.941512182,1.591677089,11.58568321,0.38880863,31.9692,2.8832,0.55665439,0.00E+00,2.816422381,0.777477921,0.031913394
51.15,0.793882979,0.00E+00,0.206117021,47.9853,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.855230514,1.746819444,1,0.2,0.00E+00,0,30.94639909,0,232,0,0,232,0,0,0,0,0,0,0.77046121,1.665301204,14.31172528,0.00E+00,31.9732,1.25771,0.00E+00,0.00E+00,168.795,0.5,0.426783969
627,0.721495072,0.135781111,0.142723817,49.0651,0,0,0,0,0,0,0,0,0,0,0.00E+00,10.49564809,1.977486111,0.894415669,0.119493202,0.55113161,0,23.75378563,0,751.3313711,0,264.2523915,1.21952416,0,0,76.80647535,399.9006623,9.152317881,0,0.758627917,3.412535215,12.64231382,0.296885503,31.9802,1.680863194,0.105584331,0.00E+00,1.527512282,0.507445775,0.390430622
305.048,0.678326816,0.065870886,0.255802297,56.8263,0,0,0,0,0,0,0,0,0,0,0.00E+00,9.405144544,1.770847222,0.906921241,0.16347695,0.385328507,0,30.15153896,0,652.6674822,284.9884506,0,27.29419184,0,0,83.07069479,0,0,257.314145,0.5880752,1.770847222,14.11753633,0.00E+00,31.9925,1.27076345,0.093078759,0.00E+00,0,0.766355985,0.372137172
98.09,0.545050789,0.023613737,0.431335473,113.049,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.223911765,1.067,0.274537263,0.177741111,0.127074518,0,34.56704694,0,650.5501051,21.96243868,523.2437281,59.20784863,0,0,46.1360897,0,0,0,3.025240163,0.986707631,23.43017807,0.294243287,31.9938,0.265006536,0.725462737,0.274537263,10.39711927,0.597235753,0.01559792
190.3,0.808726068,0.016108247,0.175165685,67.1258,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.922798806,0.8,0.99251148,0.152808195,0.097090184,0,61.7807206,0,675.8542304,160.6184166,314.1556235,30.39211689,5.291199456,8.45667686,106.1175671,19.19673802,21.79816514,9.827726809,1.711151192,0.898379613,31.25,0.340468909,31.9965,0.674722388,0.00748852,0.00E+00,0,0.672200636,0.176037835
350.4,0.857452309,0.02012438,0.122423311,60.0944,2.011528503,231.1044568,0.00E+00,36.04038997,0.00E+00,0.00E+00,162.2653203,0.00E+00,0.00E+00,181.2395543,0.890865859,6.615791789,2.053777237,0.980059174,0.146678961,0.337743848,9.710579945,22.84294459,610.6497214,610.6497214,231.1044568,0,36.04038997,0,0,162.2653203,0,0,181.2395543,0.693997237,1.820058909,12.51929629,0.00E+00,32.0107,1.568629444,0.019940826,0.868533755,212.7668757,0.473391967,0.159531963
30.5,0.877588698,0.00E+00,0.122411302,41.6273,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.83279825,1.715583333,1,0.2,0.00E+00,0,32.08355767,0,716,716,0,0,0,0,0,0,0,0,0.47542536,1.115129167,14.57230291,0.00E+00,32.0118,1.23522,0.00E+00,0.00E+00,128.832,0.390625,0.56852459
32.4,0.726780884,0.175834085,0.097385032,113.99,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.2536,0.8,0.832104997,0.148953054,0.965299685,0,61.24704259,0,957.4151436,0,779.7650131,0,0,0,177.6501305,0,0,0,2.899607211,1.417441253,31.25,0.753612167,32.0256,0.576,0.167895003,0.00E+00,1.092200384,0.327107521,0.169753086
336.74,0.872938371,0.00E+00,0.127061629,81.2588,2.584394882,115.246184,0.00E+00,39.83369959,0.00E+00,0.00E+00,175.1143315,0.00E+00,0.00E+00,200.9435766,1,6.735226512,1.880646804,1,0.179697656,0.00E+00,5.930146389,27.03567046,531.1377918,531.1377918,115.246184,0,39.83369959,0,0,175.1143315,0,0,200.9435766,1.371400469,3.181998611,13.3227944,0.00E+00,32.0329,1.444462155,0.00E+00,0.994649607,145.7496882,0.489589997,0.372305042
90.87,0.850513259,0.00E+00,0.149486741,83.6029,249999.75,89.40244399,430.6321792,55.47861507,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,144.7331976,0.180308422,7.441334576,1.597867659,1,0.478338417,0.00E+00,6.50E-10,37.7914446,720.2464358,837.9831677,182.0010915,444.0328603,7.824438444,0,0,0,0,0,204.1247774,2.953370769,3.491681069,17.80843068,0.477968633,32.0378,1.18522117,0.00E+00,0.00E+00,27.73915572,0.769954245,0.109276989
90.87,0.850513259,0.00E+00,0.149486741,83.6029,249999.75,89.40244399,430.6321792,55.47861507,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,144.7331976,0.180308422,7.441334576,1.597867659,1,0.478338417,0.00E+00,6.50E-10,37.7914446,720.2464358,837.9831677,182.0010915,444.0328603,7.824438444,0,0,0,0,0,204.1247774,2.953370769,3.491681069,17.80843068,0.477968633,32.0378,1.18522117,0.00E+00,0.00E+00,27.73915572,0.769954245,0.109276989
2846.07,0.659693447,0.006808076,0.333498477,73.6913,2.343,36.1895247,556.2557606,0.00E+00,0.00E+00,0.00E+00,191.6439929,0.00E+00,0.00E+00,81.41962843,0.228754768,8.302480245,2.366536302,0.988090808,0.120727786,0.091215213,6.913537132,15.59463037,865.5089066,763.4865218,30.130082,479.7102326,35.94049072,0,0,116.5730091,0,0,101.1327074,1.989067568,3.167915092,11.18932097,0.487510399,32.106,2.147376524,0.011909192,0.00E+00,661.2412558,0.827499884,0.03777841
135.31,0.81998031,0.00E+00,0.18001969,64.0023,2.57,143.1103559,0.00E+00,52.89232695,25.26381685,0.00E+00,201.1890538,0.00E+00,0.00E+00,134.3422465,0.911484166,15.97980623,3.213610072,1,0.138180084,0,5.936218191,8.441437456,556.7978,584.3370778,172.0812948,0,43.71014707,20.87798389,0,166.2623605,0,0,181.4052916,4.005688964,5.080116119,9.374908711,0.00E+00,32.1076,2.71060373,0.00E+00,0.00E+00,47.4838268,0.860422231,0.194146774
118.45,0.301400467,0.303634545,0.394964988,49.4035,2.471,0.00E+00,0.00E+00,0.00E+00,64.46130031,282.8111455,0.00E+00,239.2569659,0.00E+00,0.00E+00,0.726368159,9.289411279,2.978528444,0.907573245,0.124749585,0.115455013,6.401071849,13.16547439,586.5294118,604.6027714,0,0,0,48.08545035,245.6974596,0,299.5842956,11.23556582,0,0.885387875,1.633935772,11.92035381,0.00E+00,32.1195,2.371499016,0.092426755,0.00E+00,36.91985592,1.309563295,0.056648375
4070.593,0.817902446,0.011896062,0.170201492,59.2043,1.839193069,200.7075836,121.8753773,44.6442012,0.00E+00,0.00E+00,96.28914679,0.00E+00,0.00E+00,166.6899823,0.32949637,9.330334708,2.042281247,0.981143542,0.284780927,0.169765648,13.21569694,24.62220824,630.2062911,617.3902251,161.0639857,114.9612405,48.06426766,0,0,119.4408152,0,0,173.8599161,1.521645811,3.36324915,13.05411401,0.122821569,32.1364,1.621575975,0.018856458,0.247399995,239.5899018,0.721196729,0.274041153
91,0.54898603,0.177617545,0.273396425,47.4672,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.642869702,0.8,0.20445883,0.370032367,0.264571682,0,69.64785379,0,729.9560761,0,284.568082,0,0,0,0,445.3879941,0,0,1.141520745,0.371867923,18.75,0.751969255,32.1375,0.156486656,0.79554117,0.00E+00,13.51280765,0.275273761,0.196483516
53.5,0.868408107,0.00E+00,0.131591893,41.1404,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.83279825,1.715583333,1,0.2,0.00E+00,0,32.08355767,0,498.411215,0,0,0,0,284.5794393,0,0,0,213.8317757,0.287138089,1.115129167,14.57230291,0.00E+00,32.1401,1.23522,0.00E+00,0.00E+00,213.312,0.413830446,0.42411215
403.5,0.878299633,0.00E+00,0.121700367,64.5401,2.82,286.5774473,0.00E+00,32.48574969,78.0669145,0.00E+00,88.25774473,109.605948,0.00E+00,0.00E+00,1,6.3083585,2.239388889,1,0.1964,0.00E+00,4.941904331,18.82986121,594.9938042,594.9938042,286.5774473,0,32.48574969,78.0669145,0,88.25774473,109.605948,0,0,7.335649385,1.343633333,11.16375995,0.00E+00,32.1524,1.61236,0.00E+00,1,1728.804,0.385107276,0.433135068
923.624,0.845912354,0.00E+00,0.154087646,125.685,1.199510432,202.4893142,2.177779198,50.31910358,0.00E+00,0.00E+00,140.7797959,0.00E+00,0.00E+00,187.9718717,1,4.703369622,1.626437887,1,0.612139057,0.00E+00,35.20870741,43.46258379,583.7378646,583.7378646,202.4893142,2.177779198,50.31910358,0,0,140.7797959,0,0,187.9718717,4.823616202,1.029247494,16.623979,0.002315915,32.1612,1.264097446,0.00E+00,1,115.8218007,0.566772622,0.306187366
2985.9,0.869839277,0.00E+00,0.130160723,50.0199,3.580161384,45.71937314,631.3845737,23.05758051,0.00E+00,0.00E+00,47.13441741,0.00E+00,0.00E+00,51.87782272,0.970292966,6.591826012,1.938766095,1,0.152328034,0.00E+00,3.124046133,25.60999888,799.1737674,793.1017945,47.51509887,617.3785347,24.14989142,0,0,50.57832895,0,0,53.47994056,0.111134708,0.885868938,12.52618248,0.345013172,32.1772,1.427289963,0.00E+00,0.850338795,6.968974396,0.25587675,0.841387856
37.2,0.877960764,0.00E+00,0.122039236,55.4282,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.2864,0.8,1,0.2,0.00E+00,0,61.40625,0,823.5645161,154.9516129,0,0,0,0,0,0,0,668.6129032,1.532175689,1.36,31.25,0.00E+00,32.1784,0.576,0.00E+00,0.00E+00,97.39768315,0.464419476,0.099462366
440.9,0.261053746,0.15528197,0.583664284,63.6869,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.560613647,0.8,0.21008793,0.188739782,0.368210578,0,61.7031416,0,798.1122807,189.3333333,563.2157895,29.35263158,0,0,16.21052632,0,0,0,1.404042729,0.903390863,31.25,0.542207455,32.1897,0.137807059,0.78991207,0.00E+00,0,0.757195851,0.108414606
130.7621,0.802700587,0.00E+00,0.197299413,58.9087,2.293,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,429.4907949,0.00E+00,277.5556719,0.779003013,11.14872153,3.000889331,1,0.155800603,0.00E+00,7.474539493,13.12893113,707.0464668,679.1037946,0,0,10.16344185,8.063880895,0,13.26305099,445.835853,0,201.7775678,1.194312055,6.080843767,9.525779552,0.00E+00,32.1956,2.310228591,0.00E+00,0.00E+00,0,0.743262093,0.440979458
414,0.682140047,0.067300127,0.250559826,56.8411,2.400348105,220.6801932,0.00E+00,57.8647343,0.00E+00,0.00E+00,147.1227053,0.00E+00,0.00E+00,140.236715,0.898031351,4.27201828,1.932332493,0.898031351,0.153972286,0.091981129,6.799062475,26.02860347,565.9043478,565.9043478,220.6801932,0,57.8647343,0,0,147.1227053,0,0,140.236715,0.830609849,0.508615669,5.249142739,0.00E+00,32.2029,1.428635932,0.101968649,0.870969019,281.1650318,0.546260622,0.56884058
169.8,0,0,1,49.0638,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.512908103,1.905402778,1,0.055,0.00E+00,0,20.84733631,0,711.2302158,157.3940847,296.2781775,27.00799361,0,0,73.37569944,0,0,157.1742606,1.18320273,0.85743125,13.12058547,0.321342926,32.2089,1.435690817,0.00E+00,0.00E+00,0,2.146107179,0.116018846
120.0481,0.803463659,0.044349211,0.15218713,59.0351,0,0,0,0,0,0,0,0,0,0,0.00E+00,9.630621667,1.895791667,1,0.2,0.00E+00,0,26.27392387,0,546.5143688,176.9994327,0,75.90745709,0,0,27.29926588,0,0,266.3082131,2.031938696,3.033266667,13.18710301,0.00E+00,32.2421,1.611422917,0.00E+00,0.00E+00,0,0.634034541,0.255071092
77.0823,0.855194281,0.00E+00,0.144805719,48.8809,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.529006828,0.8,1,0.1,0.00E+00,0,61.40625,0,711.6672972,0,0,0,0,311.0231532,0,400.644144,0,0,0.332864857,1.28,31.25,0.00E+00,32.2472,0.68,0.00E+00,0.00E+00,0,0.418130187,0.407496922
4258.4,0.788825827,0.038291964,0.172882209,73.8502,2.136802221,32.86782405,294.6818973,19.027905,9.470302127,33.17389143,93.53761494,118.2835233,3.041999503,88.94663968,0.93591948,5.919268148,2.103669568,0.967175836,0.208941913,0.093920222,8.33272089,20.63910657,693.0315973,684.4374108,32.80567997,294.776318,23.26283136,11.3217876,32.81971401,87.411632,110.5368767,5.249958528,86.25261272,0.224803019,0.951686364,11.50244531,0.237414188,32.2666,1.512911987,0.032824164,0.915218759,681.757269,0.400982305,0.379203457
370.8,0.664855328,0.073465067,0.261679605,40.4648,2.308,17.59492667,190.7586207,22.48355133,0.00E+00,0.00E+00,233.1399128,0.00E+00,0.00E+00,206.876734,0.654949692,14.70259591,3.155983082,0.874813372,0.134381045,0.294654969,7.357671386,8.543328583,670.8537455,613.3724911,13.10271547,144.2325856,46.36068477,0,0,204.9687131,0,0,204.7077922,0.500916573,1.376594748,8.067708372,0.539430248,32.2777,2.688520164,0.125186628,0.00E+00,318.0084346,0.601752678,0.134304207
134.323,0.534261293,0.16011311,0.305625597,68.6866,1.775,578.0144695,0.00E+00,0.00E+00,0.00E+00,0.00E+00,131.7901929,0.00E+00,0.00E+00,0.00E+00,0.576661515,4.109900175,1.919532676,0.788021638,0.136642952,2.800020354,12.47371553,25.65611283,709.8046624,654.7735106,448.9266371,0,29.5854259,0,0,80.72230428,0,0,95.53914328,1.192677678,4.010555535,13.02872852,0.00E+00,32.2863,1.379546912,0.211978362,0.00E+00,0,1.038044822,0.170026727
128.6,0.86148212,0.00E+00,0.13851788,207.943,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.024647833,1.023583333,1,0.14,0.00E+00,0,90.1280024,0,563.9125575,27.773833,142.452334,81.12820513,0,0,46.01972387,0,0,266.5384615,4.561947342,0.323158387,24.42400065,0.154503616,32.3106,0.70320175,0.00E+00,1,0,0.739718148,0.300933126
128.6,0.86148212,0.00E+00,0.13851788,207.943,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.024647833,1.023583333,1,0.14,0.00E+00,0,90.1280024,0,563.9125575,27.773833,142.452334,81.12820513,0,0,46.01972387,0,0,266.5384615,4.561947342,0.323158387,24.42400065,0.154503616,32.3106,0.70320175,0.00E+00,1,0,0.739718148,0.300933126
275.8,0.671216931,0.036931217,0.291851852,59.5634,1.775,127.226978,387.4552529,0.00E+00,0.00E+00,0.00E+00,137.771725,0.00E+00,0.00E+00,127.0492866,0.103432633,306.6229625,110.6162754,0.918607289,0.128849992,22.51854201,12.47371553,1.277257798,779.5032425,698.902163,86.07847082,388.418008,40.4139839,0,0,97.13430584,0,0,86.85739437,4.496670737,156.5280059,1.688470713,0.394031142,32.3462,67.10879879,0.081392711,0.00E+00,1.001884341,1.042643278,0.373459028
1204.5169,0.808509761,0.00E+00,0.191490239,43.3655,2.485,188.2420653,200.6600202,8.224267803,21.50876102,0.00E+00,8.704133907,0.00E+00,0.00E+00,363.0822338,0.803422184,49.514043,6.935116429,1,0.157967837,0.00E+00,6.922993949,7.359741652,790.4214821,781.0861029,203.5926964,211.1981728,7.188007968,18.79865166,0,22.97479415,0,0,317.33378,0.4157575,7.416501709,5.345402238,0.223040092,32.3493,6.690023296,0.00E+00,0.00E+00,0.944973034,0.61085935,0.46839567
447.51,0.714323105,0.00E+00,0.285676895,125.448,1.42,0.00E+00,0.00E+00,0.00E+00,0.00E+00,30.36688312,0.00E+00,709.9607143,0.00E+00,0.00E+00,0.076927145,4.187659434,0.881850483,1,0.088462515,0,20.13489387,48.32456289,740.3275974,648.5456703,1.70010758,223.3238845,25.84904629,76.27943512,91.92773347,0.126227353,205.9866976,22.3386725,1.013865883,2.426938765,1.349847538,29.8777749,0.235822476,32.3528,0.718077571,0.00E+00,0.00E+00,21.48022686,1.183419278,0.087573462
317.2,0.572736521,0.023906409,0.40335707,114.339,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.935783173,1.1038226,0.987104001,0.111486343,0.0329791,0,42.7490184,0,763.9452097,0,475.520049,0,22.79767371,105.2938476,0,127.5329048,32.80073462,0,1.733506897,1.825071892,23.69079501,0.523294259,32.3598,0.957871662,0.012895999,0.00E+00,0,0.9110492,0.286569987
124.384,0.838350821,0.00E+00,0.161649179,44.1197,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.056297292,1.424847222,1,0.116163296,0.00E+00,0,46.70725817,0,752.3950669,277.742893,0,0,0,0,156.6948161,0,0,317.9573579,0.436989275,2.279755556,17.54574077,0.00E+00,32.3603,1.02589,0.00E+00,0.00E+00,0,0.582322097,0.606274119
34.65,0.869260084,0.00E+00,0.130739916,48.33,0,0,0,0,0,0,0,0,0,0,0.00E+00,7.637358917,1.713180556,1,0.1598,0.00E+00,0,32.17361673,0,558.582684,0,0,0,0,205.5191919,0,0,0,353.0634921,0.724467326,3.768997222,14.59274092,0.00E+00,32.3658,1.302017222,0.00E+00,0.00E+00,127.611,0.448021722,0.503896104
99.3,0.476223059,0.184057475,0.339719466,60.0209,2.379,64.9477735,672.1121495,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,128.9279824,0.601309269,5.355925326,3.072480746,0.760921944,0.10083375,0.689069949,6.855546484,14.49286117,865.9879054,855.7175233,106.3423715,626.1092675,0,0,0,0,0,0,123.2658843,0.781356549,3.35317705,11.25269503,0.689590497,32.3699,1.797793116,0.239078056,0.00E+00,41.45828135,0.451425194,0.216515609
52.1,0.87662799,0.00E+00,0.12337201,50.0744,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.184470782,0.8,1,0.2,0.00E+00,0,61.40625,0,726.293666,0,0,0,0,165.8349328,0,560.4587332,0,0,0.535880153,1.28,31.25,0.00E+00,32.4013,0.68,0.00E+00,0.00E+00,0,0.454982098,0.466410749
165.9,0.865275296,0.00E+00,0.134724704,34.825,3.195,205.0512357,0.00E+00,0.00E+00,0.00E+00,0.00E+00,252.5895118,0.00E+00,0.00E+00,235.2531646,1,19.106988,4.286,1,0.2,0,3.849912201,2.139381406,692.893912,692.893912,205.0512357,0,0,0,0,252.5895118,0,0,235.2531646,0.259470257,7.2862,5.83294447,0.00E+00,32.4064,3.25736,0.00E+00,0.00E+00,0.393041374,0.364912126,0.370705244
28.8,0.874213836,0.00E+00,0.125786164,55.4902,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.2864,0.8,1,0.2,0.00E+00,0,61.40625,0,846,0,0,0,0,0,0,0,0,846,0.940006684,1.36,31.25,0.00E+00,32.4151,0.576,0.00E+00,0.00E+00,107.712,0.441176471,0.434027778
46.3,0.799393414,0.00E+00,0.200606586,62.8673,0,0,0,0,0,0,0,0,0,0,0.00E+00,5.241179167,1.585833333,1,0.2,0.00E+00,0,37.5483686,0,787.0259179,0,0,0,0,0,173.0820734,0,0,613.9438445,1.717493747,2.695916667,15.76458224,0.00E+00,32.4207,1.205233333,0.00E+00,0.00E+00,0,0.820049593,0.61987041
531.96,0.178478217,0.00E+00,0.821521783,85.1506,1.692,294.443492,0.00E+00,22.32979923,5.865102639,4.762463343,33.79562373,0.00E+00,0.00E+00,294.1935484,1,5.577347,1.979888889,1,0.197924578,0.00E+00,13.73150243,24.0963213,655.3900293,655.3900293,294.443492,0,22.32979923,5.865102639,4.762463343,33.79562373,0,0,294.1935484,0.100592231,1.045801285,12.62697121,0.00E+00,32.4456,1.42552,0.00E+00,1,468.5101748,0.463299077,0.440822618
243.7,0.684855132,0.092404716,0.222740152,68.7198,3.225,97.4796613,620.2795949,0.00E+00,0.00E+00,0.00E+00,25.8934086,0.00E+00,0.00E+00,106.4843101,0.935358822,7.270451872,1.834076774,0.976800016,0.166157141,0.946663738,3.778619073,28.11373423,850.1369749,839.6073935,100.2913742,582.7396662,0,0,0,38.6922477,0,0,117.8841054,0.263292601,1.824146508,13.63171683,0.00E+00,32.4762,1.324215185,0.023199984,0.935358822,0,0.479545052,0.311448502
125.0806,0.869796179,0.00E+00,0.130203821,69.577,2.481939337,263.5290044,0.00E+00,83.70905973,34.09776188,0.00E+00,0.00E+00,0.00E+00,0.00E+00,138.2474936,0.773002611,9.482014467,1.871216625,1,0.2,0.00E+00,6.434751376,14.70753926,519.5833196,532.6128065,245.9581006,0,78.12772404,31.8242797,0,0,0,0,176.7027021,3.089307698,2.985791556,13.36096224,0.00E+00,32.4764,1.586557539,0.00E+00,0.00E+00,0.354022794,0.653162402,0.250526461
334.3,0.844862169,0.034753957,0.120383874,48.7361,2.471,0.00E+00,0.00E+00,0.00E+00,0.00E+00,648,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.187767232,20.698794,2.147531978,0.977758604,0.01972505,0.03398588,6.634673656,23.03815166,648,878.7631059,0,743.610551,0,0,52.09683745,0,83.05571744,0,0,0.285110718,0.464229154,13.03318525,0.778916738,32.4819,2.9937,0.022241396,0.00E+00,979.4584908,0.213658007,0.064433144
1929.076,0.605328692,0.00E+00,0.394671308,52.0653,1.349981769,282.3141708,0.00E+00,23.28844483,0.00E+00,0.00E+00,123.2928504,0.00E+00,0.00E+00,215.8281564,0.395603445,3.291638655,1.997342111,1,0.067936411,0.00E+00,10.98233478,13.32074496,644.7236224,605.674434,153.9769492,169.8944428,63.21883782,0.388563705,0.315513728,63.59043687,0.545543442,0.53699504,153.2071513,5.724992316,0.913506836,7.37611114,0.268137542,32.4919,0.883255695,0.00E+00,0.395603445,75.09552174,0.725764958,0.237913903
101.2,0.812101129,0.063696613,0.124202258,124.553,2.4,217.8395522,655.1529851,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.327877025,9.472040687,1.558077486,0.959742418,0.129646863,0.182510956,6.822916667,42.39014757,872.9925373,815.5474274,88.2040602,599.9317466,26.14035702,0,0,0,0,0,101.2712636,2.76852922,2.113902102,23.40305683,0.653898769,32.4942,1.529112715,0.040257582,0.00E+00,10.92642394,0.420440382,0.279644269
54.9,0.513559062,0.402328788,0.08411215,97.1593,2.485,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,528,0.00E+00,0.00E+00,0.00E+00,0.305713898,10.54941101,2.2308655,0.508075461,0.07064468,7.654201735,6.536293894,26.05320528,528,704.7345972,0,399.4454976,0,0,0,305.2890995,0,0,0,3.528769588,1.988153526,17.17997266,0.40326087,32.4993,1.425369474,0.491924539,0.00E+00,0.054601588,0.186278502,0.519125683
144.96,0.258064516,0.168880455,0.573055028,95.6469,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.39186369,0.8,0.297142857,0.198148571,0.315470769,0,59.3125,0,764.9448835,72.19445834,510.2956887,17.3620086,0,0,165.0927278,0,0,0,1.445714286,1.845464236,31.25,0.562305625,32.5005,0.320423032,0.702857143,0.00E+00,9.287629714,0.828342857,0.1174117
